source:,"Table 32-10-0117-01  Production, disposition and farm value of poultry meat (x 1,000)",,,,,,,,,,,,,,,
REF_DATE,GEO,DGUID,Production and disposition,Commodity,Estimates,UOM,UOM_ID,SCALAR_FACTOR,SCALAR_ID,VECTOR,COORDINATE,VALUE,STATUS,SYMBOL,TERMINATED,DECIMALS
1952,Manitoba,2016A000246,Sold,Turkey,Birds,Birds,37,thousands,3,v60767,8.3.2.1,487,,,,0
1952,Manitoba,2016A000246,Sold,Turkey,Weight (kilograms),Kilograms,192,thousands,3,v60795,8.3.2.2,3294,,,,0
1952,Manitoba,2016A000246,Sold,Turkey,Value (dollars),Dollars,81,thousands,3,v60823,8.3.2.3,2637,,,,0
1952,Saskatchewan,2016A000247,"Production, total",Chicken (including stewing hen),Birds,Birds,37,thousands,3,v60585,9.1.1.1,6281,,,,0
1952,Saskatchewan,2016A000247,"Production, total",Chicken (including stewing hen),Weight (kilograms),Kilograms,192,thousands,3,v60616,9.1.1.2,13708,,,,0
1952,Saskatchewan,2016A000247,"Production, total",Chicken (including stewing hen),Value (dollars),Dollars,81,thousands,3,v60647,9.1.1.3,9875,,,,0
1952,Saskatchewan,2016A000247,"Production, total",Turkey,Birds,Birds,37,thousands,3,v60768,9.1.2.1,615,,,,0
1952,Saskatchewan,2016A000247,"Production, total",Turkey,Weight (kilograms),Kilograms,192,thousands,3,v60796,9.1.2.2,4467,,,,0
1952,Saskatchewan,2016A000247,"Production, total",Turkey,Value (dollars),Dollars,81,thousands,3,v60824,9.1.2.3,3762,,,,0
1952,Saskatchewan,2016A000247,Home consumption,Chicken (including stewing hen),Birds,Birds,37,thousands,3,v60586,9.2.1.1,2149,,,,0
1952,Saskatchewan,2016A000247,Home consumption,Chicken (including stewing hen),Weight (kilograms),Kilograms,192,thousands,3,v60617,9.2.1.2,4629,,,,0
1952,Saskatchewan,2016A000247,Home consumption,Chicken (including stewing hen),Value (dollars),Dollars,81,thousands,3,v60648,9.2.1.3,3244,,,,0
1952,Saskatchewan,2016A000247,Home consumption,Turkey,Birds,Birds,37,thousands,3,v60769,9.2.2.1,61,,,,0
1952,Saskatchewan,2016A000247,Home consumption,Turkey,Weight (kilograms),Kilograms,192,thousands,3,v60797,9.2.2.2,446,,,,0
1952,Saskatchewan,2016A000247,Home consumption,Turkey,Value (dollars),Dollars,81,thousands,3,v60825,9.2.2.3,376,,,,0
1952,Saskatchewan,2016A000247,Sold,Chicken (including stewing hen),Birds,Birds,37,thousands,3,v60587,9.3.1.1,4132,,,,0
1952,Saskatchewan,2016A000247,Sold,Chicken (including stewing hen),Weight (kilograms),Kilograms,192,thousands,3,v60618,9.3.1.2,9080,,,,0
1952,Saskatchewan,2016A000247,Sold,Chicken (including stewing hen),Value (dollars),Dollars,81,thousands,3,v60649,9.3.1.3,6631,,,,0
1952,Saskatchewan,2016A000247,Sold,Turkey,Birds,Birds,37,thousands,3,v60770,9.3.2.1,554,,,,0
1952,Saskatchewan,2016A000247,Sold,Turkey,Weight (kilograms),Kilograms,192,thousands,3,v60798,9.3.2.2,4021,,,,0
1952,Saskatchewan,2016A000247,Sold,Turkey,Value (dollars),Dollars,81,thousands,3,v60826,9.3.2.3,3386,,,,0
1952,Alberta,2016A000248,"Production, total",Chicken (including stewing hen),Birds,Birds,37,thousands,3,v60588,10.1.1.1,6390,,,,0
1952,Alberta,2016A000248,"Production, total",Chicken (including stewing hen),Weight (kilograms),Kilograms,192,thousands,3,v60619,10.1.1.2,12844,,,,0
1952,Alberta,2016A000248,"Production, total",Chicken (including stewing hen),Value (dollars),Dollars,81,thousands,3,v60650,10.1.1.3,9358,,,,0
1952,Alberta,2016A000248,"Production, total",Turkey,Birds,Birds,37,thousands,3,v60771,10.1.2.1,637,,,,0
1952,Alberta,2016A000248,"Production, total",Turkey,Weight (kilograms),Kilograms,192,thousands,3,v60799,10.1.2.2,4159,,,,0
1952,Alberta,2016A000248,"Production, total",Turkey,Value (dollars),Dollars,81,thousands,3,v60827,10.1.2.3,3722,,,,0
1952,Alberta,2016A000248,Home consumption,Chicken (including stewing hen),Birds,Birds,37,thousands,3,v60589,10.2.1.1,2197,,,,0
1952,Alberta,2016A000248,Home consumption,Chicken (including stewing hen),Weight (kilograms),Kilograms,192,thousands,3,v60620,10.2.1.2,4488,,,,0
1952,Alberta,2016A000248,Home consumption,Chicken (including stewing hen),Value (dollars),Dollars,81,thousands,3,v60651,10.2.1.3,3225,,,,0
1952,Alberta,2016A000248,Home consumption,Turkey,Birds,Birds,37,thousands,3,v60772,10.2.2.1,63,,,,0
1952,Alberta,2016A000248,Home consumption,Turkey,Weight (kilograms),Kilograms,192,thousands,3,v60800,10.2.2.2,486,,,,0
1952,Alberta,2016A000248,Home consumption,Turkey,Value (dollars),Dollars,81,thousands,3,v60828,10.2.2.3,435,,,,0
1952,Alberta,2016A000248,Sold,Chicken (including stewing hen),Birds,Birds,37,thousands,3,v60590,10.3.1.1,4193,,,,0
1952,Alberta,2016A000248,Sold,Chicken (including stewing hen),Weight (kilograms),Kilograms,192,thousands,3,v60621,10.3.1.2,8356,,,,0
1952,Alberta,2016A000248,Sold,Chicken (including stewing hen),Value (dollars),Dollars,81,thousands,3,v60652,10.3.1.3,6133,,,,0
1952,Alberta,2016A000248,Sold,Turkey,Birds,Birds,37,thousands,3,v60773,10.3.2.1,574,,,,0
1952,Alberta,2016A000248,Sold,Turkey,Weight (kilograms),Kilograms,192,thousands,3,v60801,10.3.2.2,3674,,,,0
1952,Alberta,2016A000248,Sold,Turkey,Value (dollars),Dollars,81,thousands,3,v60829,10.3.2.3,3287,,,,0
1952,British Columbia,2016A000259,"Production, total",Chicken (including stewing hen),Birds,Birds,37,thousands,3,v60591,11.1.1.1,4200,,,,0
1952,British Columbia,2016A000259,"Production, total",Chicken (including stewing hen),Weight (kilograms),Kilograms,192,thousands,3,v60622,11.1.1.2,8218,,,,0
1952,British Columbia,2016A000259,"Production, total",Chicken (including stewing hen),Value (dollars),Dollars,81,thousands,3,v60653,11.1.1.3,8213,,,,0
1952,British Columbia,2016A000259,"Production, total",Turkey,Birds,Birds,37,thousands,3,v60774,11.1.2.1,336,,,,0
1952,British Columbia,2016A000259,"Production, total",Turkey,Weight (kilograms),Kilograms,192,thousands,3,v60802,11.1.2.2,2272,,,,0
1952,British Columbia,2016A000259,"Production, total",Turkey,Value (dollars),Dollars,81,thousands,3,v60830,11.1.2.3,2525,,,,0
1952,British Columbia,2016A000259,Home consumption,Chicken (including stewing hen),Birds,Birds,37,thousands,3,v60592,11.2.1.1,471,,,,0
1952,British Columbia,2016A000259,Home consumption,Chicken (including stewing hen),Weight (kilograms),Kilograms,192,thousands,3,v60623,11.2.1.2,944,,,,0
1952,British Columbia,2016A000259,Home consumption,Chicken (including stewing hen),Value (dollars),Dollars,81,thousands,3,v60654,11.2.1.3,933,,,,0
1952,British Columbia,2016A000259,Home consumption,Turkey,Birds,Birds,37,thousands,3,v60775,11.2.2.1,12,,,,0
1952,British Columbia,2016A000259,Home consumption,Turkey,Weight (kilograms),Kilograms,192,thousands,3,v60803,11.2.2.2,76,,,,0
1952,British Columbia,2016A000259,Home consumption,Turkey,Value (dollars),Dollars,81,thousands,3,v60831,11.2.2.3,85,,,,0
1952,British Columbia,2016A000259,Sold,Chicken (including stewing hen),Birds,Birds,37,thousands,3,v60593,11.3.1.1,3729,,,,0
1952,British Columbia,2016A000259,Sold,Chicken (including stewing hen),Weight (kilograms),Kilograms,192,thousands,3,v60624,11.3.1.2,7274,,,,0
1952,British Columbia,2016A000259,Sold,Chicken (including stewing hen),Value (dollars),Dollars,81,thousands,3,v60655,11.3.1.3,7280,,,,0
1952,British Columbia,2016A000259,Sold,Turkey,Birds,Birds,37,thousands,3,v60776,11.3.2.1,324,,,,0
1952,British Columbia,2016A000259,Sold,Turkey,Weight (kilograms),Kilograms,192,thousands,3,v60804,11.3.2.2,2196,,,,0
1952,British Columbia,2016A000259,Sold,Turkey,Value (dollars),Dollars,81,thousands,3,v60832,11.3.2.3,2440,,,,0
1953,Canada,2016A000011124,"Production, total",Chicken (including stewing hen),Birds,Birds,37,thousands,3,v60563,1.1.1.1,66831,,,,0
1953,Canada,2016A000011124,"Production, total",Chicken (including stewing hen),Weight (kilograms),Kilograms,192,thousands,3,v60594,1.1.1.2,140338,,,,0
1953,Canada,2016A000011124,"Production, total",Chicken (including stewing hen),Value (dollars),Dollars,81,thousands,3,v60625,1.1.1.3,126065,,,,0
1953,Canada,2016A000011124,"Production, total",Turkey,Birds,Birds,37,thousands,3,v60749,1.1.2.1,3394,,,,0
1953,Canada,2016A000011124,"Production, total",Turkey,Weight (kilograms),Kilograms,192,thousands,3,v60777,1.1.2.2,24870,,,,0
1953,Canada,2016A000011124,"Production, total",Turkey,Value (dollars),Dollars,81,thousands,3,v60805,1.1.2.3,26190,,,,0
1953,Prince Edward Island,2016A000211,"Production, total",Chicken (including stewing hen),Birds,Birds,37,thousands,3,v60564,3.1.1.1,651,,,,0
1953,Prince Edward Island,2016A000211,"Production, total",Chicken (including stewing hen),Weight (kilograms),Kilograms,192,thousands,3,v60595,3.1.1.2,1591,,,,0
1953,Prince Edward Island,2016A000211,"Production, total",Chicken (including stewing hen),Value (dollars),Dollars,81,thousands,3,v60626,3.1.1.3,1357,,,,0
1953,Prince Edward Island,2016A000211,"Production, total",Turkey,Birds,Birds,37,thousands,3,v60750,3.1.2.1,11,,,,0
1953,Prince Edward Island,2016A000211,"Production, total",Turkey,Weight (kilograms),Kilograms,192,thousands,3,v60778,3.1.2.2,85,,,,0
1953,Prince Edward Island,2016A000211,"Production, total",Turkey,Value (dollars),Dollars,81,thousands,3,v60806,3.1.2.3,88,,,,0
1953,Prince Edward Island,2016A000211,Home consumption,Chicken (including stewing hen),Birds,Birds,37,thousands,3,v60565,3.2.1.1,140,,,,0
1953,Prince Edward Island,2016A000211,Home consumption,Chicken (including stewing hen),Weight (kilograms),Kilograms,192,thousands,3,v60596,3.2.1.2,318,,,,0
1953,Prince Edward Island,2016A000211,Home consumption,Chicken (including stewing hen),Value (dollars),Dollars,81,thousands,3,v60627,3.2.1.3,275,,,,0
1953,Prince Edward Island,2016A000211,Home consumption,Turkey,Birds,Birds,37,thousands,3,v60751,3.2.2.1,1,,,,0
1953,Prince Edward Island,2016A000211,Home consumption,Turkey,Weight (kilograms),Kilograms,192,thousands,3,v60779,3.2.2.2,7,,,,0
1953,Prince Edward Island,2016A000211,Home consumption,Turkey,Value (dollars),Dollars,81,thousands,3,v60807,3.2.2.3,7,,,,0
1953,Prince Edward Island,2016A000211,Sold,Chicken (including stewing hen),Birds,Birds,37,thousands,3,v60566,3.3.1.1,511,,,,0
1953,Prince Edward Island,2016A000211,Sold,Chicken (including stewing hen),Weight (kilograms),Kilograms,192,thousands,3,v60597,3.3.1.2,1273,,,,0
1953,Prince Edward Island,2016A000211,Sold,Chicken (including stewing hen),Value (dollars),Dollars,81,thousands,3,v60628,3.3.1.3,1082,,,,0
1953,Prince Edward Island,2016A000211,Sold,Turkey,Birds,Birds,37,thousands,3,v60752,3.3.2.1,10,,,,0
1953,Prince Edward Island,2016A000211,Sold,Turkey,Weight (kilograms),Kilograms,192,thousands,3,v60780,3.3.2.2,78,,,,0
1953,Prince Edward Island,2016A000211,Sold,Turkey,Value (dollars),Dollars,81,thousands,3,v60808,3.3.2.3,81,,,,0
1953,Nova Scotia,2016A000212,"Production, total",Chicken (including stewing hen),Birds,Birds,37,thousands,3,v60570,4.1.1.1,1814,,,,0
1953,Nova Scotia,2016A000212,"Production, total",Chicken (including stewing hen),Weight (kilograms),Kilograms,192,thousands,3,v60601,4.1.1.2,3937,,,,0
1953,Nova Scotia,2016A000212,"Production, total",Chicken (including stewing hen),Value (dollars),Dollars,81,thousands,3,v60632,4.1.1.3,4138,,,,0
1953,Nova Scotia,2016A000212,"Production, total",Turkey,Birds,Birds,37,thousands,3,v60753,4.1.2.1,47,,,,0
1953,Nova Scotia,2016A000212,"Production, total",Turkey,Weight (kilograms),Kilograms,192,thousands,3,v60781,4.1.2.2,285,,,,0
1953,Nova Scotia,2016A000212,"Production, total",Turkey,Value (dollars),Dollars,81,thousands,3,v60809,4.1.2.3,347,,,,0
1953,Nova Scotia,2016A000212,Home consumption,Chicken (including stewing hen),Birds,Birds,37,thousands,3,v60571,4.2.1.1,153,,,,0
1953,Nova Scotia,2016A000212,Home consumption,Chicken (including stewing hen),Weight (kilograms),Kilograms,192,thousands,3,v60602,4.2.1.2,321,,,,0
1953,Nova Scotia,2016A000212,Home consumption,Chicken (including stewing hen),Value (dollars),Dollars,81,thousands,3,v60633,4.2.1.3,340,,,,0
1953,Nova Scotia,2016A000212,Home consumption,Turkey,Birds,Birds,37,thousands,3,v60754,4.2.2.1,2,,,,0
1953,Nova Scotia,2016A000212,Home consumption,Turkey,Weight (kilograms),Kilograms,192,thousands,3,v60782,4.2.2.2,10,,,,0
1953,Nova Scotia,2016A000212,Home consumption,Turkey,Value (dollars),Dollars,81,thousands,3,v60810,4.2.2.3,13,,,,0
1953,Nova Scotia,2016A000212,Sold,Chicken (including stewing hen),Birds,Birds,37,thousands,3,v60572,4.3.1.1,1661,,,,0
1953,Nova Scotia,2016A000212,Sold,Chicken (including stewing hen),Weight (kilograms),Kilograms,192,thousands,3,v60603,4.3.1.2,3616,,,,0
1953,Nova Scotia,2016A000212,Sold,Chicken (including stewing hen),Value (dollars),Dollars,81,thousands,3,v60634,4.3.1.3,3798,,,,0
1953,Nova Scotia,2016A000212,Sold,Turkey,Birds,Birds,37,thousands,3,v60755,4.3.2.1,45,,,,0
1953,Nova Scotia,2016A000212,Sold,Turkey,Weight (kilograms),Kilograms,192,thousands,3,v60783,4.3.2.2,275,,,,0
1953,Nova Scotia,2016A000212,Sold,Turkey,Value (dollars),Dollars,81,thousands,3,v60811,4.3.2.3,334,,,,0
1953,New Brunswick,2016A000213,"Production, total",Chicken (including stewing hen),Birds,Birds,37,thousands,3,v60573,5.1.1.1,1245,,,,0
1953,New Brunswick,2016A000213,"Production, total",Chicken (including stewing hen),Weight (kilograms),Kilograms,192,thousands,3,v60604,5.1.1.2,2406,,,,0
1953,New Brunswick,2016A000213,"Production, total",Chicken (including stewing hen),Value (dollars),Dollars,81,thousands,3,v60635,5.1.1.3,2795,,,,0
1953,New Brunswick,2016A000213,"Production, total",Turkey,Birds,Birds,37,thousands,3,v60756,5.1.2.1,64,,,,0
1953,New Brunswick,2016A000213,"Production, total",Turkey,Weight (kilograms),Kilograms,192,thousands,3,v60784,5.1.2.2,404,,,,0
1953,New Brunswick,2016A000213,"Production, total",Turkey,Value (dollars),Dollars,81,thousands,3,v60812,5.1.2.3,563,,,,0
1953,New Brunswick,2016A000213,Home consumption,Chicken (including stewing hen),Birds,Birds,37,thousands,3,v60574,5.2.1.1,198,,,,0
1953,New Brunswick,2016A000213,Home consumption,Chicken (including stewing hen),Weight (kilograms),Kilograms,192,thousands,3,v60605,5.2.1.2,398,,,,0
1953,New Brunswick,2016A000213,Home consumption,Chicken (including stewing hen),Value (dollars),Dollars,81,thousands,3,v60636,5.2.1.3,469,,,,0
1953,New Brunswick,2016A000213,Home consumption,Turkey,Birds,Birds,37,thousands,3,v60757,5.2.2.1,3,,,,0
1953,New Brunswick,2016A000213,Home consumption,Turkey,Weight (kilograms),Kilograms,192,thousands,3,v60785,5.2.2.2,15,,,,0
1953,New Brunswick,2016A000213,Home consumption,Turkey,Value (dollars),Dollars,81,thousands,3,v60813,5.2.2.3,20,,,,0
1953,New Brunswick,2016A000213,Sold,Chicken (including stewing hen),Birds,Birds,37,thousands,3,v60575,5.3.1.1,1047,,,,0
1953,New Brunswick,2016A000213,Sold,Chicken (including stewing hen),Weight (kilograms),Kilograms,192,thousands,3,v60606,5.3.1.2,2008,,,,0
1953,New Brunswick,2016A000213,Sold,Chicken (including stewing hen),Value (dollars),Dollars,81,thousands,3,v60637,5.3.1.3,2326,,,,0
1953,New Brunswick,2016A000213,Sold,Turkey,Birds,Birds,37,thousands,3,v60758,5.3.2.1,61,,,,0
1953,New Brunswick,2016A000213,Sold,Turkey,Weight (kilograms),Kilograms,192,thousands,3,v60786,5.3.2.2,389,,,,0
1953,New Brunswick,2016A000213,Sold,Turkey,Value (dollars),Dollars,81,thousands,3,v60814,5.3.2.3,543,,,,0
1953,Quebec,2016A000224,"Production, total",Chicken (including stewing hen),Birds,Birds,37,thousands,3,v60576,6.1.1.1,12693,,,,0
1953,Quebec,2016A000224,"Production, total",Chicken (including stewing hen),Weight (kilograms),Kilograms,192,thousands,3,v60607,6.1.1.2,26841,,,,0
1953,Quebec,2016A000224,"Production, total",Chicken (including stewing hen),Value (dollars),Dollars,81,thousands,3,v60638,6.1.1.3,27873,,,,0
1953,Quebec,2016A000224,"Production, total",Turkey,Birds,Birds,37,thousands,3,v60759,6.1.2.1,663,,,,0
1953,Quebec,2016A000224,"Production, total",Turkey,Weight (kilograms),Kilograms,192,thousands,3,v60787,6.1.2.2,4863,,,,0
1953,Quebec,2016A000224,"Production, total",Turkey,Value (dollars),Dollars,81,thousands,3,v60815,6.1.2.3,5844,,,,0
1953,Quebec,2016A000224,Home consumption,Chicken (including stewing hen),Birds,Birds,37,thousands,3,v60577,6.2.1.1,1237,,,,0
1953,Quebec,2016A000224,Home consumption,Chicken (including stewing hen),Weight (kilograms),Kilograms,192,thousands,3,v60608,6.2.1.2,2816,,,,0
1953,Quebec,2016A000224,Home consumption,Chicken (including stewing hen),Value (dollars),Dollars,81,thousands,3,v60639,6.2.1.3,2884,,,,0
1953,Quebec,2016A000224,Home consumption,Turkey,Birds,Birds,37,thousands,3,v60760,6.2.2.1,20,,,,0
1953,Quebec,2016A000224,Home consumption,Turkey,Weight (kilograms),Kilograms,192,thousands,3,v60788,6.2.2.2,116,,,,0
1953,Quebec,2016A000224,Home consumption,Turkey,Value (dollars),Dollars,81,thousands,3,v60816,6.2.2.3,140,,,,0
1953,Quebec,2016A000224,Sold,Chicken (including stewing hen),Birds,Birds,37,thousands,3,v60578,6.3.1.1,11456,,,,0
1953,Quebec,2016A000224,Sold,Chicken (including stewing hen),Weight (kilograms),Kilograms,192,thousands,3,v60609,6.3.1.2,24025,,,,0
1953,Quebec,2016A000224,Sold,Chicken (including stewing hen),Value (dollars),Dollars,81,thousands,3,v60640,6.3.1.3,24989,,,,0
1953,Quebec,2016A000224,Sold,Turkey,Birds,Birds,37,thousands,3,v60761,6.3.2.1,643,,,,0
1953,Quebec,2016A000224,Sold,Turkey,Weight (kilograms),Kilograms,192,thousands,3,v60789,6.3.2.2,4747,,,,0
1953,Quebec,2016A000224,Sold,Turkey,Value (dollars),Dollars,81,thousands,3,v60817,6.3.2.3,5704,,,,0
1953,Ontario,2016A000235,"Production, total",Chicken (including stewing hen),Birds,Birds,37,thousands,3,v60579,7.1.1.1,27110,,,,0
1953,Ontario,2016A000235,"Production, total",Chicken (including stewing hen),Weight (kilograms),Kilograms,192,thousands,3,v60610,7.1.1.2,59779,,,,0
1953,Ontario,2016A000235,"Production, total",Chicken (including stewing hen),Value (dollars),Dollars,81,thousands,3,v60641,7.1.1.3,55003,,,,0
1953,Ontario,2016A000235,"Production, total",Turkey,Birds,Birds,37,thousands,3,v60762,7.1.2.1,787,,,,0
1953,Ontario,2016A000235,"Production, total",Turkey,Weight (kilograms),Kilograms,192,thousands,3,v60790,7.1.2.2,5508,,,,0
1953,Ontario,2016A000235,"Production, total",Turkey,Value (dollars),Dollars,81,thousands,3,v60818,7.1.2.3,6412,,,,0
1953,Ontario,2016A000235,Home consumption,Chicken (including stewing hen),Birds,Birds,37,thousands,3,v60580,7.2.1.1,1575,,,,0
1953,Ontario,2016A000235,Home consumption,Chicken (including stewing hen),Weight (kilograms),Kilograms,192,thousands,3,v60611,7.2.1.2,3478,,,,0
1953,Ontario,2016A000235,Home consumption,Chicken (including stewing hen),Value (dollars),Dollars,81,thousands,3,v60642,7.2.1.3,3200,,,,0
1953,Ontario,2016A000235,Home consumption,Turkey,Birds,Birds,37,thousands,3,v60763,7.2.2.1,23,,,,0
1953,Ontario,2016A000235,Home consumption,Turkey,Weight (kilograms),Kilograms,192,thousands,3,v60791,7.2.2.2,138,,,,0
1953,Ontario,2016A000235,Home consumption,Turkey,Value (dollars),Dollars,81,thousands,3,v60819,7.2.2.3,161,,,,0
1953,Ontario,2016A000235,Sold,Chicken (including stewing hen),Birds,Birds,37,thousands,3,v60581,7.3.1.1,25535,,,,0
1953,Ontario,2016A000235,Sold,Chicken (including stewing hen),Weight (kilograms),Kilograms,192,thousands,3,v60612,7.3.1.2,56301,,,,0
1953,Ontario,2016A000235,Sold,Chicken (including stewing hen),Value (dollars),Dollars,81,thousands,3,v60643,7.3.1.3,51803,,,,0
1953,Ontario,2016A000235,Sold,Turkey,Birds,Birds,37,thousands,3,v60764,7.3.2.1,764,,,,0
1953,Ontario,2016A000235,Sold,Turkey,Weight (kilograms),Kilograms,192,thousands,3,v60792,7.3.2.2,5369,,,,0
1953,Ontario,2016A000235,Sold,Turkey,Value (dollars),Dollars,81,thousands,3,v60820,7.3.2.3,6251,,,,0
1953,Manitoba,2016A000246,"Production, total",Chicken (including stewing hen),Birds,Birds,37,thousands,3,v60582,8.1.1.1,5237,,,,0
1953,Manitoba,2016A000246,"Production, total",Chicken (including stewing hen),Weight (kilograms),Kilograms,192,thousands,3,v60613,8.1.1.2,10145,,,,0
1953,Manitoba,2016A000246,"Production, total",Chicken (including stewing hen),Value (dollars),Dollars,81,thousands,3,v60644,8.1.1.3,7140,,,,0
1953,Manitoba,2016A000246,"Production, total",Turkey,Birds,Birds,37,thousands,3,v60765,8.1.2.1,433,,,,0
1953,Manitoba,2016A000246,"Production, total",Turkey,Weight (kilograms),Kilograms,192,thousands,3,v60793,8.1.2.2,3167,,,,0
1953,Manitoba,2016A000246,"Production, total",Turkey,Value (dollars),Dollars,81,thousands,3,v60821,8.1.2.3,2848,,,,0
1953,Manitoba,2016A000246,Home consumption,Chicken (including stewing hen),Birds,Birds,37,thousands,3,v60583,8.2.1.1,855,,,,0
1953,Manitoba,2016A000246,Home consumption,Chicken (including stewing hen),Weight (kilograms),Kilograms,192,thousands,3,v60614,8.2.1.2,1798,,,,0
1953,Manitoba,2016A000246,Home consumption,Chicken (including stewing hen),Value (dollars),Dollars,81,thousands,3,v60645,8.2.1.3,1295,,,,0
1953,Manitoba,2016A000246,Home consumption,Turkey,Birds,Birds,37,thousands,3,v60766,8.2.2.1,29,,,,0
1953,Manitoba,2016A000246,Home consumption,Turkey,Weight (kilograms),Kilograms,192,thousands,3,v60794,8.2.2.2,192,,,,0
1953,Manitoba,2016A000246,Home consumption,Turkey,Value (dollars),Dollars,81,thousands,3,v60822,8.2.2.3,173,,,,0
1953,Manitoba,2016A000246,Sold,Chicken (including stewing hen),Birds,Birds,37,thousands,3,v60584,8.3.1.1,4382,,,,0
1953,Manitoba,2016A000246,Sold,Chicken (including stewing hen),Weight (kilograms),Kilograms,192,thousands,3,v60615,8.3.1.2,8346,,,,0
1953,Manitoba,2016A000246,Sold,Chicken (including stewing hen),Value (dollars),Dollars,81,thousands,3,v60646,8.3.1.3,5845,,,,0
1953,Manitoba,2016A000246,Sold,Turkey,Birds,Birds,37,thousands,3,v60767,8.3.2.1,404,,,,0
1953,Manitoba,2016A000246,Sold,Turkey,Weight (kilograms),Kilograms,192,thousands,3,v60795,8.3.2.2,2975,,,,0
1953,Manitoba,2016A000246,Sold,Turkey,Value (dollars),Dollars,81,thousands,3,v60823,8.3.2.3,2675,,,,0
1953,Saskatchewan,2016A000247,"Production, total",Chicken (including stewing hen),Birds,Birds,37,thousands,3,v60585,9.1.1.1,6099,,,,0
1953,Saskatchewan,2016A000247,"Production, total",Chicken (including stewing hen),Weight (kilograms),Kilograms,192,thousands,3,v60616,9.1.1.2,12715,,,,0
1953,Saskatchewan,2016A000247,"Production, total",Chicken (including stewing hen),Value (dollars),Dollars,81,thousands,3,v60647,9.1.1.3,8944,,,,0
1953,Saskatchewan,2016A000247,"Production, total",Turkey,Birds,Birds,37,thousands,3,v60768,9.1.2.1,521,,,,0
1953,Saskatchewan,2016A000247,"Production, total",Turkey,Weight (kilograms),Kilograms,192,thousands,3,v60796,9.1.2.2,4041,,,,0
1953,Saskatchewan,2016A000247,"Production, total",Turkey,Value (dollars),Dollars,81,thousands,3,v60824,9.1.2.3,3688,,,,0
1953,Saskatchewan,2016A000247,Home consumption,Chicken (including stewing hen),Birds,Birds,37,thousands,3,v60586,9.2.1.1,2033,,,,0
1953,Saskatchewan,2016A000247,Home consumption,Chicken (including stewing hen),Weight (kilograms),Kilograms,192,thousands,3,v60617,9.2.1.2,4368,,,,0
1953,Saskatchewan,2016A000247,Home consumption,Chicken (including stewing hen),Value (dollars),Dollars,81,thousands,3,v60648,9.2.1.3,3143,,,,0
1953,Saskatchewan,2016A000247,Home consumption,Turkey,Birds,Birds,37,thousands,3,v60769,9.2.2.1,47,,,,0
1953,Saskatchewan,2016A000247,Home consumption,Turkey,Weight (kilograms),Kilograms,192,thousands,3,v60797,9.2.2.2,342,,,,0
1953,Saskatchewan,2016A000247,Home consumption,Turkey,Value (dollars),Dollars,81,thousands,3,v60825,9.2.2.3,312,,,,0
1953,Saskatchewan,2016A000247,Sold,Chicken (including stewing hen),Birds,Birds,37,thousands,3,v60587,9.3.1.1,4066,,,,0
1953,Saskatchewan,2016A000247,Sold,Chicken (including stewing hen),Weight (kilograms),Kilograms,192,thousands,3,v60618,9.3.1.2,8347,,,,0
1953,Saskatchewan,2016A000247,Sold,Chicken (including stewing hen),Value (dollars),Dollars,81,thousands,3,v60649,9.3.1.3,5801,,,,0
1953,Saskatchewan,2016A000247,Sold,Turkey,Birds,Birds,37,thousands,3,v60770,9.3.2.1,474,,,,0
1953,Saskatchewan,2016A000247,Sold,Turkey,Weight (kilograms),Kilograms,192,thousands,3,v60798,9.3.2.2,3699,,,,0
1953,Saskatchewan,2016A000247,Sold,Turkey,Value (dollars),Dollars,81,thousands,3,v60826,9.3.2.3,3376,,,,0
1953,Alberta,2016A000248,"Production, total",Chicken (including stewing hen),Birds,Birds,37,thousands,3,v60588,10.1.1.1,6439,,,,0
1953,Alberta,2016A000248,"Production, total",Chicken (including stewing hen),Weight (kilograms),Kilograms,192,thousands,3,v60619,10.1.1.2,12593,,,,0
1953,Alberta,2016A000248,"Production, total",Chicken (including stewing hen),Value (dollars),Dollars,81,thousands,3,v60650,10.1.1.3,9196,,,,0
1953,Alberta,2016A000248,"Production, total",Turkey,Birds,Birds,37,thousands,3,v60771,10.1.2.1,626,,,,0
1953,Alberta,2016A000248,"Production, total",Turkey,Weight (kilograms),Kilograms,192,thousands,3,v60799,10.1.2.2,4814,,,,0
1953,Alberta,2016A000248,"Production, total",Turkey,Value (dollars),Dollars,81,thousands,3,v60827,10.1.2.3,4425,,,,0
1953,Alberta,2016A000248,Home consumption,Chicken (including stewing hen),Birds,Birds,37,thousands,3,v60589,10.2.1.1,1926,,,,0
1953,Alberta,2016A000248,Home consumption,Chicken (including stewing hen),Weight (kilograms),Kilograms,192,thousands,3,v60620,10.2.1.2,3894,,,,0
1953,Alberta,2016A000248,Home consumption,Chicken (including stewing hen),Value (dollars),Dollars,81,thousands,3,v60651,10.2.1.3,2860,,,,0
1953,Alberta,2016A000248,Home consumption,Turkey,Birds,Birds,37,thousands,3,v60772,10.2.2.1,65,,,,0
1953,Alberta,2016A000248,Home consumption,Turkey,Weight (kilograms),Kilograms,192,thousands,3,v60800,10.2.2.2,489,,,,0
1953,Alberta,2016A000248,Home consumption,Turkey,Value (dollars),Dollars,81,thousands,3,v60828,10.2.2.3,450,,,,0
