source:,"Table 32-10-0107-01  Aquaculture, production and value",,,,,,,,,** finfish production is reported as gutted head-on. Shellfish is reported as whole,,,,,
REF_DATE,GEO,DGUID,Finfish and shellfish,Production,UOM,UOM_ID,SCALAR_FACTOR,SCALAR_ID,VECTOR,COORDINATE,VALUE,STATUS,SYMBOL,TERMINATED,DECIMALS
1995,Prince Edward Island,2016A000211,Steelhead,Dollars,Dollars,81,thousands,3,v110548,3.5.2,0,,,,0
1995,Prince Edward Island,2016A000211,Other finfish,Tonnes,Tonnes,287,units,0,v110559,3.6.1,,x,,,0
1995,Prince Edward Island,2016A000211,Other finfish,Dollars,Dollars,81,thousands,3,v110570,3.6.2,,x,,,0
1995,Prince Edward Island,2016A000211,Total shellfish,Tonnes,Tonnes,287,units,0,v110713,3.7.1,9261,,,,0
1995,Prince Edward Island,2016A000211,Total shellfish,Dollars,Dollars,81,thousands,3,v110724,3.7.2,11666,,,,0
1995,Prince Edward Island,2016A000211,Clams,Tonnes,Tonnes,287,units,0,v110603,3.8.1,0,,,,0
1995,Prince Edward Island,2016A000211,Clams,Dollars,Dollars,81,thousands,3,v110614,3.8.2,0,,,,0
1995,Prince Edward Island,2016A000211,Oysters,Tonnes,Tonnes,287,units,0,v110625,3.9.1,1792,,,,0
1995,Prince Edward Island,2016A000211,Oysters,Dollars,Dollars,81,thousands,3,v110636,3.9.2,3070,,,,0
1995,Prince Edward Island,2016A000211,Mussels,Tonnes,Tonnes,287,units,0,v110647,3.10.1,7469,,,,0
1995,Prince Edward Island,2016A000211,Mussels,Dollars,Dollars,81,thousands,3,v110658,3.10.2,8596,,,,0
1995,Prince Edward Island,2016A000211,Scallops,Tonnes,Tonnes,287,units,0,v110669,3.11.1,0,,,,0
1995,Prince Edward Island,2016A000211,Scallops,Dollars,Dollars,81,thousands,3,v110680,3.11.2,0,,,,0
1995,Prince Edward Island,2016A000211,Other shellfish,Tonnes,Tonnes,287,units,0,v110691,3.12.1,0,,,,0
1995,Prince Edward Island,2016A000211,Other shellfish,Dollars,Dollars,81,thousands,3,v110702,3.12.2,0,,,,0
1995,Nova Scotia,2016A000212,Total aquaculture,Tonnes,Tonnes,287,units,0,v110736,4.1.1,1808,,,,0
1995,Nova Scotia,2016A000212,Total aquaculture,Dollars,Dollars,81,thousands,3,v110747,4.1.2,7618,,,,0
1995,Nova Scotia,2016A000212,Total finfish,Tonnes,Tonnes,287,units,0,v110582,4.2.1,1120,,,,0
1995,Nova Scotia,2016A000212,Total finfish,Dollars,Dollars,81,thousands,3,v110593,4.2.2,6282,,,,0
1995,Nova Scotia,2016A000212,Salmon,Tonnes,Tonnes,287,units,0,v110494,4.3.1,630,,,,0
1995,Nova Scotia,2016A000212,Salmon,Dollars,Dollars,81,thousands,3,v110505,4.3.2,4135,,,,0
1995,Nova Scotia,2016A000212,Trout,Tonnes,Tonnes,287,units,0,v110516,4.4.1,50,,,,0
1995,Nova Scotia,2016A000212,Trout,Dollars,Dollars,81,thousands,3,v110527,4.4.2,279,,,,0
1995,Nova Scotia,2016A000212,Steelhead,Tonnes,Tonnes,287,units,0,v110538,4.5.1,440,,,,0
1995,Nova Scotia,2016A000212,Steelhead,Dollars,Dollars,81,thousands,3,v110549,4.5.2,1868,,,,0
1995,Nova Scotia,2016A000212,Other finfish,Tonnes,Tonnes,287,units,0,v110560,4.6.1,,x,,,0
1995,Nova Scotia,2016A000212,Other finfish,Dollars,Dollars,81,thousands,3,v110571,4.6.2,,x,,,0
1995,Nova Scotia,2016A000212,Total shellfish,Tonnes,Tonnes,287,units,0,v110714,4.7.1,688,,,,0
1995,Nova Scotia,2016A000212,Total shellfish,Dollars,Dollars,81,thousands,3,v110725,4.7.2,1336,,,,0
1995,Nova Scotia,2016A000212,Clams,Tonnes,Tonnes,287,units,0,v110604,4.8.1,0,,,,0
1995,Nova Scotia,2016A000212,Clams,Dollars,Dollars,81,thousands,3,v110615,4.8.2,0,,,,0
1995,Nova Scotia,2016A000212,Oysters,Tonnes,Tonnes,287,units,0,v110626,4.9.1,156,,,,0
1995,Nova Scotia,2016A000212,Oysters,Dollars,Dollars,81,thousands,3,v110637,4.9.2,217,,,,0
1995,Nova Scotia,2016A000212,Mussels,Tonnes,Tonnes,287,units,0,v110648,4.10.1,502,,,,0
1995,Nova Scotia,2016A000212,Mussels,Dollars,Dollars,81,thousands,3,v110659,4.10.2,712,,,,0
1995,Nova Scotia,2016A000212,Scallops,Tonnes,Tonnes,287,units,0,v110670,4.11.1,1,,,,0
1995,Nova Scotia,2016A000212,Scallops,Dollars,Dollars,81,thousands,3,v110681,4.11.2,15,,,,0
1995,Nova Scotia,2016A000212,Other shellfish,Tonnes,Tonnes,287,units,0,v110692,4.12.1,29,,,,0
1995,Nova Scotia,2016A000212,Other shellfish,Dollars,Dollars,81,thousands,3,v110703,4.12.2,392,,,,0
1995,New Brunswick,2016A000213,Total aquaculture,Tonnes,Tonnes,287,units,0,v110737,5.1.1,15791,,,,0
1995,New Brunswick,2016A000213,Total aquaculture,Dollars,Dollars,81,thousands,3,v110748,5.1.2,118911,,,,0
1995,New Brunswick,2016A000213,Total finfish,Tonnes,Tonnes,287,units,0,v110583,5.2.1,15040,,,,0
1995,New Brunswick,2016A000213,Total finfish,Dollars,Dollars,81,thousands,3,v110594,5.2.2,117573,,,,0
1995,New Brunswick,2016A000213,Salmon,Tonnes,Tonnes,287,units,0,v110495,5.3.1,14490,,,,0
1995,New Brunswick,2016A000213,Salmon,Dollars,Dollars,81,thousands,3,v110506,5.3.2,111573,,,,0
1995,New Brunswick,2016A000213,Trout,Tonnes,Tonnes,287,units,0,v110517,5.4.1,550,,,,0
1995,New Brunswick,2016A000213,Trout,Dollars,Dollars,81,thousands,3,v110528,5.4.2,6000,,,,0
1995,New Brunswick,2016A000213,Steelhead,Tonnes,Tonnes,287,units,0,v110539,5.5.1,0,,,,0
1995,New Brunswick,2016A000213,Steelhead,Dollars,Dollars,81,thousands,3,v110550,5.5.2,0,,,,0
1995,New Brunswick,2016A000213,Other finfish,Tonnes,Tonnes,287,units,0,v110561,5.6.1,,x,,,0
1995,New Brunswick,2016A000213,Other finfish,Dollars,Dollars,81,thousands,3,v110572,5.6.2,,x,,,0
1995,New Brunswick,2016A000213,Total shellfish,Tonnes,Tonnes,287,units,0,v110715,5.7.1,751,,,,0
1995,New Brunswick,2016A000213,Total shellfish,Dollars,Dollars,81,thousands,3,v110726,5.7.2,1338,,,,0
1995,New Brunswick,2016A000213,Clams,Tonnes,Tonnes,287,units,0,v110605,5.8.1,0,,,,0
1995,New Brunswick,2016A000213,Clams,Dollars,Dollars,81,thousands,3,v110616,5.8.2,0,,,,0
1995,New Brunswick,2016A000213,Oysters,Tonnes,Tonnes,287,units,0,v110627,5.9.1,511,,,,0
1995,New Brunswick,2016A000213,Oysters,Dollars,Dollars,81,thousands,3,v110638,5.9.2,1060,,,,0
1995,New Brunswick,2016A000213,Mussels,Tonnes,Tonnes,287,units,0,v110649,5.10.1,240,,,,0
1995,New Brunswick,2016A000213,Mussels,Dollars,Dollars,81,thousands,3,v110660,5.10.2,278,,,,0
1995,New Brunswick,2016A000213,Scallops,Tonnes,Tonnes,287,units,0,v110671,5.11.1,0,,,,0
1995,New Brunswick,2016A000213,Scallops,Dollars,Dollars,81,thousands,3,v110682,5.11.2,0,,,,0
1995,New Brunswick,2016A000213,Other shellfish,Tonnes,Tonnes,287,units,0,v110693,5.12.1,0,,,,0
1995,New Brunswick,2016A000213,Other shellfish,Dollars,Dollars,81,thousands,3,v110704,5.12.2,0,,,,0
1995,Quebec,2016A000224,Total aquaculture,Tonnes,Tonnes,287,units,0,v110738,6.1.1,999,,,,0
1995,Quebec,2016A000224,Total aquaculture,Dollars,Dollars,81,thousands,3,v110749,6.1.2,3745,,,,0
1995,Quebec,2016A000224,Total finfish,Tonnes,Tonnes,287,units,0,v110584,6.2.1,883,,,,0
1995,Quebec,2016A000224,Total finfish,Dollars,Dollars,81,thousands,3,v110595,6.2.2,3652,,,,0
1995,Quebec,2016A000224,Salmon,Tonnes,Tonnes,287,units,0,v110496,6.3.1,,x,,,0
1995,Quebec,2016A000224,Salmon,Dollars,Dollars,81,thousands,3,v110507,6.3.2,,x,,,0
1995,Quebec,2016A000224,Trout,Tonnes,Tonnes,287,units,0,v110518,6.4.1,,x,,,0
1995,Quebec,2016A000224,Trout,Dollars,Dollars,81,thousands,3,v110529,6.4.2,,x,,,0
1995,Quebec,2016A000224,Steelhead,Tonnes,Tonnes,287,units,0,v110540,6.5.1,0,,,,0
1995,Quebec,2016A000224,Steelhead,Dollars,Dollars,81,thousands,3,v110551,6.5.2,0,,,,0
1995,Quebec,2016A000224,Other finfish,Tonnes,Tonnes,287,units,0,v110562,6.6.1,,x,,,0
1995,Quebec,2016A000224,Other finfish,Dollars,Dollars,81,thousands,3,v110573,6.6.2,,x,,,0
1995,Quebec,2016A000224,Total shellfish,Tonnes,Tonnes,287,units,0,v110716,6.7.1,116,,,,0
1995,Quebec,2016A000224,Total shellfish,Dollars,Dollars,81,thousands,3,v110727,6.7.2,93,,,,0
1995,Quebec,2016A000224,Clams,Tonnes,Tonnes,287,units,0,v110606,6.8.1,0,,,,0
1995,Quebec,2016A000224,Clams,Dollars,Dollars,81,thousands,3,v110617,6.8.2,0,,,,0
1995,Quebec,2016A000224,Oysters,Tonnes,Tonnes,287,units,0,v110628,6.9.1,0,,,,0
1995,Quebec,2016A000224,Oysters,Dollars,Dollars,81,thousands,3,v110639,6.9.2,0,,,,0
1995,Quebec,2016A000224,Mussels,Tonnes,Tonnes,287,units,0,v110650,6.10.1,,x,,,0
1995,Quebec,2016A000224,Mussels,Dollars,Dollars,81,thousands,3,v110661,6.10.2,,x,,,0
1995,Quebec,2016A000224,Scallops,Tonnes,Tonnes,287,units,0,v110672,6.11.1,,x,,,0
1995,Quebec,2016A000224,Scallops,Dollars,Dollars,81,thousands,3,v110683,6.11.2,,x,,,0
1995,Quebec,2016A000224,Other shellfish,Tonnes,Tonnes,287,units,0,v110694,6.12.1,0,,,,0
1995,Quebec,2016A000224,Other shellfish,Dollars,Dollars,81,thousands,3,v110705,6.12.2,0,,,,0
1995,Ontario,2016A000235,Total aquaculture,Tonnes,Tonnes,287,units,0,v110739,7.1.1,3300,,,,0
1995,Ontario,2016A000235,Total aquaculture,Dollars,Dollars,81,thousands,3,v110750,7.1.2,13250,,,,0
1995,Ontario,2016A000235,Total finfish,Tonnes,Tonnes,287,units,0,v110585,7.2.1,3300,,,,0
1995,Ontario,2016A000235,Total finfish,Dollars,Dollars,81,thousands,3,v110596,7.2.2,13250,,,,0
1995,Ontario,2016A000235,Salmon,Tonnes,Tonnes,287,units,0,v110497,7.3.1,0,,,,0
1995,Ontario,2016A000235,Salmon,Dollars,Dollars,81,thousands,3,v110508,7.3.2,0,,,,0
1995,Ontario,2016A000235,Trout,Tonnes,Tonnes,287,units,0,v110519,7.4.1,3300,,,,0
1995,Ontario,2016A000235,Trout,Dollars,Dollars,81,thousands,3,v110530,7.4.2,13250,,,,0
1995,Ontario,2016A000235,Steelhead,Tonnes,Tonnes,287,units,0,v110541,7.5.1,0,,,,0
1995,Ontario,2016A000235,Steelhead,Dollars,Dollars,81,thousands,3,v110552,7.5.2,0,,,,0
1995,Ontario,2016A000235,Other finfish,Tonnes,Tonnes,287,units,0,v110563,7.6.1,,x,,,0
1995,Ontario,2016A000235,Other finfish,Dollars,Dollars,81,thousands,3,v110574,7.6.2,,x,,,0
1995,Ontario,2016A000235,Total shellfish,Tonnes,Tonnes,287,units,0,v110717,7.7.1,0,,,,0
1995,Ontario,2016A000235,Total shellfish,Dollars,Dollars,81,thousands,3,v110728,7.7.2,0,,,,0
1995,Ontario,2016A000235,Clams,Tonnes,Tonnes,287,units,0,v110607,7.8.1,0,,,,0
1995,Ontario,2016A000235,Clams,Dollars,Dollars,81,thousands,3,v110618,7.8.2,0,,,,0
1995,Ontario,2016A000235,Oysters,Tonnes,Tonnes,287,units,0,v110629,7.9.1,0,,,,0
1995,Ontario,2016A000235,Oysters,Dollars,Dollars,81,thousands,3,v110640,7.9.2,0,,,,0
1995,Ontario,2016A000235,Mussels,Tonnes,Tonnes,287,units,0,v110651,7.10.1,0,,,,0
1995,Ontario,2016A000235,Mussels,Dollars,Dollars,81,thousands,3,v110662,7.10.2,0,,,,0
1995,Ontario,2016A000235,Scallops,Tonnes,Tonnes,287,units,0,v110673,7.11.1,0,,,,0
1995,Ontario,2016A000235,Scallops,Dollars,Dollars,81,thousands,3,v110684,7.11.2,0,,,,0
1995,Ontario,2016A000235,Other shellfish,Tonnes,Tonnes,287,units,0,v110695,7.12.1,0,,,,0
1995,Ontario,2016A000235,Other shellfish,Dollars,Dollars,81,thousands,3,v110706,7.12.2,0,,,,0
1995,Manitoba,2016A000246,Total aquaculture,Tonnes,Tonnes,287,units,0,v110740,8.1.1,,x,,,0
1995,Manitoba,2016A000246,Total aquaculture,Dollars,Dollars,81,thousands,3,v110751,8.1.2,,x,,,0
1995,Manitoba,2016A000246,Total finfish,Tonnes,Tonnes,287,units,0,v110586,8.2.1,,x,,,0
1995,Manitoba,2016A000246,Total finfish,Dollars,Dollars,81,thousands,3,v110597,8.2.2,,x,,,0
1995,Manitoba,2016A000246,Salmon,Tonnes,Tonnes,287,units,0,v110498,8.3.1,0,,,,0
1995,Manitoba,2016A000246,Salmon,Dollars,Dollars,81,thousands,3,v110509,8.3.2,0,,,,0
1995,Manitoba,2016A000246,Trout,Tonnes,Tonnes,287,units,0,v110520,8.4.1,,x,,,0
1995,Manitoba,2016A000246,Trout,Dollars,Dollars,81,thousands,3,v110531,8.4.2,,x,,,0
1995,Manitoba,2016A000246,Steelhead,Tonnes,Tonnes,287,units,0,v110542,8.5.1,0,,,,0
1995,Manitoba,2016A000246,Steelhead,Dollars,Dollars,81,thousands,3,v110553,8.5.2,0,,,,0
1995,Manitoba,2016A000246,Other finfish,Tonnes,Tonnes,287,units,0,v110564,8.6.1,,x,,,0
1995,Manitoba,2016A000246,Other finfish,Dollars,Dollars,81,thousands,3,v110575,8.6.2,,x,,,0
1995,Manitoba,2016A000246,Total shellfish,Tonnes,Tonnes,287,units,0,v110718,8.7.1,0,,,,0
1995,Manitoba,2016A000246,Total shellfish,Dollars,Dollars,81,thousands,3,v110729,8.7.2,0,,,,0
1995,Manitoba,2016A000246,Clams,Tonnes,Tonnes,287,units,0,v110608,8.8.1,0,,,,0
1995,Manitoba,2016A000246,Clams,Dollars,Dollars,81,thousands,3,v110619,8.8.2,0,,,,0
1995,Manitoba,2016A000246,Oysters,Tonnes,Tonnes,287,units,0,v110630,8.9.1,0,,,,0
1995,Manitoba,2016A000246,Oysters,Dollars,Dollars,81,thousands,3,v110641,8.9.2,0,,,,0
1995,Manitoba,2016A000246,Mussels,Tonnes,Tonnes,287,units,0,v110652,8.10.1,0,,,,0
1995,Manitoba,2016A000246,Mussels,Dollars,Dollars,81,thousands,3,v110663,8.10.2,0,,,,0
1995,Manitoba,2016A000246,Scallops,Tonnes,Tonnes,287,units,0,v110674,8.11.1,0,,,,0
1995,Manitoba,2016A000246,Scallops,Dollars,Dollars,81,thousands,3,v110685,8.11.2,0,,,,0
1995,Manitoba,2016A000246,Other shellfish,Tonnes,Tonnes,287,units,0,v110696,8.12.1,0,,,,0
1995,Manitoba,2016A000246,Other shellfish,Dollars,Dollars,81,thousands,3,v110707,8.12.2,0,,,,0
1995,Saskatchewan,2016A000247,Total aquaculture,Tonnes,Tonnes,287,units,0,v110741,9.1.1,322,,,,0
1995,Saskatchewan,2016A000247,Total aquaculture,Dollars,Dollars,81,thousands,3,v110752,9.1.2,1420,,,,0
1995,Saskatchewan,2016A000247,Total finfish,Tonnes,Tonnes,287,units,0,v110587,9.2.1,322,,,,0
1995,Saskatchewan,2016A000247,Total finfish,Dollars,Dollars,81,thousands,3,v110598,9.2.2,1420,,,,0
1995,Saskatchewan,2016A000247,Salmon,Tonnes,Tonnes,287,units,0,v110499,9.3.1,5,,,,0
1995,Saskatchewan,2016A000247,Salmon,Dollars,Dollars,81,thousands,3,v110510,9.3.2,20,,,,0
1995,Saskatchewan,2016A000247,Trout,Tonnes,Tonnes,287,units,0,v110521,9.4.1,317,,,,0
1995,Saskatchewan,2016A000247,Trout,Dollars,Dollars,81,thousands,3,v110532,9.4.2,1400,,,,0
1995,Saskatchewan,2016A000247,Steelhead,Tonnes,Tonnes,287,units,0,v110543,9.5.1,0,,,,0
1995,Saskatchewan,2016A000247,Steelhead,Dollars,Dollars,81,thousands,3,v110554,9.5.2,0,,,,0
1995,Saskatchewan,2016A000247,Other finfish,Tonnes,Tonnes,287,units,0,v110565,9.6.1,,x,,,0
1995,Saskatchewan,2016A000247,Other finfish,Dollars,Dollars,81,thousands,3,v110576,9.6.2,,x,,,0
1995,Saskatchewan,2016A000247,Total shellfish,Tonnes,Tonnes,287,units,0,v110719,9.7.1,0,,,,0
1995,Saskatchewan,2016A000247,Total shellfish,Dollars,Dollars,81,thousands,3,v110730,9.7.2,0,,,,0
1995,Saskatchewan,2016A000247,Clams,Tonnes,Tonnes,287,units,0,v110609,9.8.1,0,,,,0
1995,Saskatchewan,2016A000247,Clams,Dollars,Dollars,81,thousands,3,v110620,9.8.2,0,,,,0
1995,Saskatchewan,2016A000247,Oysters,Tonnes,Tonnes,287,units,0,v110631,9.9.1,0,,,,0
1995,Saskatchewan,2016A000247,Oysters,Dollars,Dollars,81,thousands,3,v110642,9.9.2,0,,,,0
1995,Saskatchewan,2016A000247,Mussels,Tonnes,Tonnes,287,units,0,v110653,9.10.1,0,,,,0
1995,Saskatchewan,2016A000247,Mussels,Dollars,Dollars,81,thousands,3,v110664,9.10.2,0,,,,0
1995,Saskatchewan,2016A000247,Scallops,Tonnes,Tonnes,287,units,0,v110675,9.11.1,0,,,,0
1995,Saskatchewan,2016A000247,Scallops,Dollars,Dollars,81,thousands,3,v110686,9.11.2,0,,,,0
1995,Saskatchewan,2016A000247,Other shellfish,Tonnes,Tonnes,287,units,0,v110697,9.12.1,0,,,,0
1995,Saskatchewan,2016A000247,Other shellfish,Dollars,Dollars,81,thousands,3,v110708,9.12.2,0,,,,0
1995,Alberta,2016A000248,Total aquaculture,Tonnes,Tonnes,287,units,0,v110742,10.1.1,109,,,,0
1995,Alberta,2016A000248,Total aquaculture,Dollars,Dollars,81,thousands,3,v110753,10.1.2,660,,,,0
1995,Alberta,2016A000248,Total finfish,Tonnes,Tonnes,287,units,0,v110588,10.2.1,109,,,,0
1995,Alberta,2016A000248,Total finfish,Dollars,Dollars,81,thousands,3,v110599,10.2.2,660,,,,0
1995,Alberta,2016A000248,Salmon,Tonnes,Tonnes,287,units,0,v110500,10.3.1,0,,,,0
1995,Alberta,2016A000248,Salmon,Dollars,Dollars,81,thousands,3,v110511,10.3.2,0,,,,0
1995,Alberta,2016A000248,Trout,Tonnes,Tonnes,287,units,0,v110522,10.4.1,109,,,,0
1995,Alberta,2016A000248,Trout,Dollars,Dollars,81,thousands,3,v110533,10.4.2,660,,,,0
1995,Alberta,2016A000248,Steelhead,Tonnes,Tonnes,287,units,0,v110544,10.5.1,0,,,,0
1995,Alberta,2016A000248,Steelhead,Dollars,Dollars,81,thousands,3,v110555,10.5.2,0,,,,0
1995,Alberta,2016A000248,Other finfish,Tonnes,Tonnes,287,units,0,v110566,10.6.1,,x,,,0
1995,Alberta,2016A000248,Other finfish,Dollars,Dollars,81,thousands,3,v110577,10.6.2,,x,,,0
1995,Alberta,2016A000248,Total shellfish,Tonnes,Tonnes,287,units,0,v110720,10.7.1,0,,,,0
1995,Alberta,2016A000248,Total shellfish,Dollars,Dollars,81,thousands,3,v110731,10.7.2,0,,,,0
1995,Alberta,2016A000248,Clams,Tonnes,Tonnes,287,units,0,v110610,10.8.1,0,,,,0
1995,Alberta,2016A000248,Clams,Dollars,Dollars,81,thousands,3,v110621,10.8.2,0,,,,0
1995,Alberta,2016A000248,Oysters,Tonnes,Tonnes,287,units,0,v110632,10.9.1,0,,,,0
1995,Alberta,2016A000248,Oysters,Dollars,Dollars,81,thousands,3,v110643,10.9.2,0,,,,0
1995,Alberta,2016A000248,Mussels,Tonnes,Tonnes,287,units,0,v110654,10.10.1,0,,,,0
1995,Alberta,2016A000248,Mussels,Dollars,Dollars,81,thousands,3,v110665,10.10.2,0,,,,0
1995,Alberta,2016A000248,Scallops,Tonnes,Tonnes,287,units,0,v110676,10.11.1,0,,,,0
1995,Alberta,2016A000248,Scallops,Dollars,Dollars,81,thousands,3,v110687,10.11.2,0,,,,0
1995,Alberta,2016A000248,Other shellfish,Tonnes,Tonnes,287,units,0,v110698,10.12.1,0,,,,0
1995,Alberta,2016A000248,Other shellfish,Dollars,Dollars,81,thousands,3,v110709,10.12.2,0,,,,0
1995,British Columbia,2016A000259,Total aquaculture,Tonnes,Tonnes,287,units,0,v110734,11.1.1,33533,,,,0
1995,British Columbia,2016A000259,Total aquaculture,Dollars,Dollars,81,thousands,3,v110745,11.1.2,180206,,,,0
1995,British Columbia,2016A000259,Total finfish,Tonnes,Tonnes,287,units,0,v110580,11.2.1,27360,,,,0
1995,British Columbia,2016A000259,Total finfish,Dollars,Dollars,81,thousands,3,v110591,11.2.2,170800,,,,0
1995,British Columbia,2016A000259,Salmon,Tonnes,Tonnes,287,units,0,v110492,11.3.1,27275,,,,0
1995,British Columbia,2016A000259,Salmon,Dollars,Dollars,81,thousands,3,v110503,11.3.2,170365,,,,0
1995,British Columbia,2016A000259,Trout,Tonnes,Tonnes,287,units,0,v110514,11.4.1,85,,,,0
1995,British Columbia,2016A000259,Trout,Dollars,Dollars,81,thousands,3,v110525,11.4.2,435,,,,0
1995,British Columbia,2016A000259,Steelhead,Tonnes,Tonnes,287,units,0,v110536,11.5.1,0,,,,0
1995,British Columbia,2016A000259,Steelhead,Dollars,Dollars,81,thousands,3,v110547,11.5.2,0,,,,0
1995,British Columbia,2016A000259,Other finfish,Tonnes,Tonnes,287,units,0,v110558,11.6.1,,x,,,0
1995,British Columbia,2016A000259,Other finfish,Dollars,Dollars,81,thousands,3,v110569,11.6.2,,x,,,0
1995,British Columbia,2016A000259,Total shellfish,Tonnes,Tonnes,287,units,0,v110712,11.7.1,6173,,,,0
1995,British Columbia,2016A000259,Total shellfish,Dollars,Dollars,81,thousands,3,v110723,11.7.2,9406,,,,0
1995,British Columbia,2016A000259,Clams,Tonnes,Tonnes,287,units,0,v110602,11.8.1,885,,,,0
1995,British Columbia,2016A000259,Clams,Dollars,Dollars,81,thousands,3,v110613,11.8.2,3885,,,,0
1995,British Columbia,2016A000259,Oysters,Tonnes,Tonnes,287,units,0,v110624,11.9.1,5260,,,,0
1995,British Columbia,2016A000259,Oysters,Dollars,Dollars,81,thousands,3,v110635,11.9.2,5355,,,,0
1995,British Columbia,2016A000259,Mussels,Tonnes,Tonnes,287,units,0,v110646,11.10.1,4,,,,0
1995,British Columbia,2016A000259,Mussels,Dollars,Dollars,81,thousands,3,v110657,11.10.2,10,,,,0
1995,British Columbia,2016A000259,Scallops,Tonnes,Tonnes,287,units,0,v110668,11.11.1,24,,,,0
1995,British Columbia,2016A000259,Scallops,Dollars,Dollars,81,thousands,3,v110679,11.11.2,156,,,,0
1995,British Columbia,2016A000259,Other shellfish,Tonnes,Tonnes,287,units,0,v110690,11.12.1,0,,,,0
1995,British Columbia,2016A000259,Other shellfish,Dollars,Dollars,81,thousands,3,v110701,11.12.2,0,,,,0
1996,Canada,2016A000011124,Total aquaculture (including re-stocking),Tonnes,Tonnes,287,units,0,v28596785,1.13.1,73187,,,,0
1996,Canada,2016A000011124,Total aquaculture (including re-stocking),Dollars,Dollars,81,thousands,3,v28596786,1.13.2,362527,,,,0
1996,Canada,2016A000011124,Re-stocking,Tonnes,Tonnes,287,units,0,v28596787,1.14.1,615,,,,0
1996,Canada,2016A000011124,Re-stocking,Dollars,Dollars,81,thousands,3,v28596788,1.14.2,6286,,,,0
1996,Canada,2016A000011124,Total aquaculture,Tonnes,Tonnes,287,units,0,v110732,1.1.1,72572,,,,0
1996,Canada,2016A000011124,Total aquaculture,Dollars,Dollars,81,thousands,3,v110743,1.1.2,356241,,,,0
1996,Canada,2016A000011124,Total finfish,Tonnes,Tonnes,287,units,0,v110578,1.2.1,53499,,,,0
1996,Canada,2016A000011124,Total finfish,Dollars,Dollars,81,thousands,3,v110589,1.2.2,327721,,,,0
1996,Canada,2016A000011124,Salmon,Tonnes,Tonnes,287,units,0,v110490,1.3.1,45624,,,,0
1996,Canada,2016A000011124,Salmon,Dollars,Dollars,81,thousands,3,v110501,1.3.2,287154,,,,0
1996,Canada,2016A000011124,Trout,Tonnes,Tonnes,287,units,0,v110512,1.4.1,6615,,,,0
1996,Canada,2016A000011124,Trout,Dollars,Dollars,81,thousands,3,v110523,1.4.2,34329,,,,0
1996,Canada,2016A000011124,Steelhead,Tonnes,Tonnes,287,units,0,v110534,1.5.1,1097,,,,0
1996,Canada,2016A000011124,Steelhead,Dollars,Dollars,81,thousands,3,v110545,1.5.2,4664,,,,0
1996,Canada,2016A000011124,Other finfish,Tonnes,Tonnes,287,units,0,v110556,1.6.1,99,,,,0
1996,Canada,2016A000011124,Other finfish,Dollars,Dollars,81,thousands,3,v110567,1.6.2,768,,,,0
1996,Canada,2016A000011124,Total shellfish,Tonnes,Tonnes,287,units,0,v110710,1.7.1,19073,,,,0
1996,Canada,2016A000011124,Total shellfish,Dollars,Dollars,81,thousands,3,v110721,1.7.2,28520,,,,0
1996,Canada,2016A000011124,Clams,Tonnes,Tonnes,287,units,0,v110600,1.8.1,979,,,,0
1996,Canada,2016A000011124,Clams,Dollars,Dollars,81,thousands,3,v110611,1.8.2,4427,,,,0
1996,Canada,2016A000011124,Oysters,Tonnes,Tonnes,287,units,0,v110622,1.9.1,7989,,,,0
1996,Canada,2016A000011124,Oysters,Dollars,Dollars,81,thousands,3,v110633,1.9.2,10710,,,,0
1996,Canada,2016A000011124,Mussels,Tonnes,Tonnes,287,units,0,v110644,1.10.1,9898,,,,0
1996,Canada,2016A000011124,Mussels,Dollars,Dollars,81,thousands,3,v110655,1.10.2,12022,,,,0
1996,Canada,2016A000011124,Scallops,Tonnes,Tonnes,287,units,0,v110666,1.11.1,177,,,,0
1996,Canada,2016A000011124,Scallops,Dollars,Dollars,81,thousands,3,v110677,1.11.2,1015,,,,0
1996,Canada,2016A000011124,Other shellfish,Tonnes,Tonnes,287,units,0,v110688,1.12.1,30,,,,0
1996,Canada,2016A000011124,Other shellfish,Dollars,Dollars,81,thousands,3,v110699,1.12.2,346,,,,0
1996,Newfoundland and Labrador,2016A000210,Total aquaculture (including re-stocking),Tonnes,Tonnes,287,units,0,v28596789,2.13.1,1450,,,,0
1996,Newfoundland and Labrador,2016A000210,Total aquaculture (including re-stocking),Dollars,Dollars,81,thousands,3,v28596790,2.13.2,5485,,,,0
1996,Newfoundland and Labrador,2016A000210,Total aquaculture,Tonnes,Tonnes,287,units,0,v110733,2.1.1,1450,,,,0
1996,Newfoundland and Labrador,2016A000210,Total aquaculture,Dollars,Dollars,81,thousands,3,v110744,2.1.2,5485,,,,0
1996,Newfoundland and Labrador,2016A000210,Total finfish,Tonnes,Tonnes,287,units,0,v110579,2.2.1,1053,,,,0
1996,Newfoundland and Labrador,2016A000210,Total finfish,Dollars,Dollars,81,thousands,3,v110590,2.2.2,5029,,,,0
1996,Newfoundland and Labrador,2016A000210,Salmon,Tonnes,Tonnes,287,units,0,v110491,2.3.1,295,,,,0
1996,Newfoundland and Labrador,2016A000210,Salmon,Dollars,Dollars,81,thousands,3,v110502,2.3.2,1665,,,,0
1996,Newfoundland and Labrador,2016A000210,Trout,Tonnes,Tonnes,287,units,0,v110513,2.4.1,24,,,,0
