source,"Table 32-10-0110-01  Cash receipts from milk and cream sold off farms (x 1,000)",,,,,,,,,,,,,
REF_DATE,GEO,DGUID,Dairy distribution,UOM,UOM_ID,SCALAR_FACTOR,SCALAR_ID,VECTOR,COORDINATE,VALUE,STATUS,SYMBOL,TERMINATED,DECIMALS
Oct-83,Manitoba,2016A000246,Fluid purposes,Kilolitres,195,units ,0,v382209,8.5,9248,,,,0
Oct-83,Manitoba,2016A000246,Industrial purposes,Kilolitres,195,units ,0,v382210,8.6,11704,,,,0
Oct-83,Manitoba,2016A000246,Delivered as cream,Kilolitres,195,units ,0,v382211,8.7,2247,,,t,0
Oct-83,Saskatchewan,2016A000247,"Milk sold off farms, total",Kilolitres,195,units ,0,v382215,9.4,17633,,,,0
Oct-83,Saskatchewan,2016A000247,Fluid purposes,Kilolitres,195,units ,0,v382216,9.5,8760,,,,0
Oct-83,Saskatchewan,2016A000247,Industrial purposes,Kilolitres,195,units ,0,v382217,9.6,7129,,,,0
Oct-83,Saskatchewan,2016A000247,Delivered as cream,Kilolitres,195,units ,0,v382218,9.7,1744,,,t,0
Oct-83,Alberta,2016A000248,"Milk sold off farms, total",Kilolitres,195,units ,0,v382222,10.4,45237,,,,0
Oct-83,Alberta,2016A000248,Fluid purposes,Kilolitres,195,units ,0,v382223,10.5,21592,,,,0
Oct-83,Alberta,2016A000248,Industrial purposes,Kilolitres,195,units ,0,v382224,10.6,21019,,,,0
Oct-83,Alberta,2016A000248,Delivered as cream,Kilolitres,195,units ,0,v382225,10.7,2626,,,t,0
Oct-83,British Columbia,2016A000259,"Milk sold off farms, total",Kilolitres,195,units ,0,v382162,11.4,38367,,,,0
Oct-83,British Columbia,2016A000259,Fluid purposes,Kilolitres,195,units ,0,v382163,11.5,25627,,,,0
Oct-83,British Columbia,2016A000259,Industrial purposes,Kilolitres,195,units ,0,v382164,11.6,12684,,,,0
Oct-83,British Columbia,2016A000259,Delivered as cream,Kilolitres,195,units ,0,v382165,11.7,56,,,t,0
Nov-83,Canada,2016A000011124,"Milk sold off farms, total",Kilolitres,195,units ,0,v382155,1.4,530974,,,,0
Nov-83,Canada,2016A000011124,Fluid purposes,Kilolitres,195,units ,0,v382156,1.5,222713,,,,0
Nov-83,Canada,2016A000011124,Industrial purposes,Kilolitres,195,units ,0,v382157,1.6,294329,,,,0
Nov-83,Canada,2016A000011124,Delivered as cream,Kilolitres,195,units ,0,v382158,1.7,13932,,,t,0
Nov-83,Newfoundland and Labrador,2016A000210,"Milk sold off farms, total",Kilolitres,195,units ,0,v382166,2.4,1002,,,,0
Nov-83,Newfoundland and Labrador,2016A000210,Fluid purposes,Kilolitres,195,units ,0,v382167,2.5,1002,,,,0
Nov-83,Newfoundland and Labrador,2016A000210,Industrial purposes,Kilolitres,195,units ,0,v382168,2.6,0,,,,0
Nov-83,Newfoundland and Labrador,2016A000210,Delivered as cream,Kilolitres,195,units ,0,v382169,2.7,0,,,t,0
Nov-83,Prince Edward Island,2016A000211,"Milk sold off farms, total",Kilolitres,195,units ,0,v382173,3.4,6537,,,,0
Nov-83,Prince Edward Island,2016A000211,Fluid purposes,Kilolitres,195,units ,0,v382174,3.5,1090,,,,0
Nov-83,Prince Edward Island,2016A000211,Industrial purposes,Kilolitres,195,units ,0,v382175,3.6,4958,,,,0
Nov-83,Prince Edward Island,2016A000211,Delivered as cream,Kilolitres,195,units ,0,v382176,3.7,489,,,t,0
Nov-83,Nova Scotia,2016A000212,"Milk sold off farms, total",Kilolitres,195,units ,0,v382180,4.4,13408,,,,0
Nov-83,Nova Scotia,2016A000212,Fluid purposes,Kilolitres,195,units ,0,v382181,4.5,9696,,,,0
Nov-83,Nova Scotia,2016A000212,Industrial purposes,Kilolitres,195,units ,0,v382182,4.6,3314,,,,0
Nov-83,Nova Scotia,2016A000212,Delivered as cream,Kilolitres,195,units ,0,v382183,4.7,398,,,t,0
Nov-83,New Brunswick,2016A000213,"Milk sold off farms, total",Kilolitres,195,units ,0,v382187,5.4,9826,,,,0
Nov-83,New Brunswick,2016A000213,Fluid purposes,Kilolitres,195,units ,0,v382188,5.5,5960,,,,0
Nov-83,New Brunswick,2016A000213,Industrial purposes,Kilolitres,195,units ,0,v382189,5.6,3250,,,,0
Nov-83,New Brunswick,2016A000213,Delivered as cream,Kilolitres,195,units ,0,v382190,5.7,616,,,t,0
Nov-83,Quebec,2016A000224,"Milk sold off farms, total",Kilolitres,195,units ,0,v382194,6.4,195411,,,,0
Nov-83,Quebec,2016A000224,Fluid purposes,Kilolitres,195,units ,0,v382195,6.5,56007,,,,0
Nov-83,Quebec,2016A000224,Industrial purposes,Kilolitres,195,units ,0,v382196,6.6,139374,,,,0
Nov-83,Quebec,2016A000224,Delivered as cream,Kilolitres,195,units ,0,v382197,6.7,30,,,t,0
Nov-83,Ontario,2016A000235,"Milk sold off farms, total",Kilolitres,195,units ,0,v382201,7.4,185365,,,,0
Nov-83,Ontario,2016A000235,Fluid purposes,Kilolitres,195,units ,0,v382202,7.5,83765,,,,0
Nov-83,Ontario,2016A000235,Industrial purposes,Kilolitres,195,units ,0,v382203,7.6,94809,,,,0
Nov-83,Ontario,2016A000235,Delivered as cream,Kilolitres,195,units ,0,v382204,7.7,6791,,,t,0
Nov-83,Manitoba,2016A000246,"Milk sold off farms, total",Kilolitres,195,units ,0,v382208,8.4,22431,,,,0
Nov-83,Manitoba,2016A000246,Fluid purposes,Kilolitres,195,units ,0,v382209,8.5,9158,,,,0
Nov-83,Manitoba,2016A000246,Industrial purposes,Kilolitres,195,units ,0,v382210,8.6,11280,,,,0
Nov-83,Manitoba,2016A000246,Delivered as cream,Kilolitres,195,units ,0,v382211,8.7,1993,,,t,0
Nov-83,Saskatchewan,2016A000247,"Milk sold off farms, total",Kilolitres,195,units ,0,v382215,9.4,16779,,,,0
Nov-83,Saskatchewan,2016A000247,Fluid purposes,Kilolitres,195,units ,0,v382216,9.5,8671,,,,0
Nov-83,Saskatchewan,2016A000247,Industrial purposes,Kilolitres,195,units ,0,v382217,9.6,6652,,,,0
Nov-83,Saskatchewan,2016A000247,Delivered as cream,Kilolitres,195,units ,0,v382218,9.7,1456,,,t,0
Nov-83,Alberta,2016A000248,"Milk sold off farms, total",Kilolitres,195,units ,0,v382222,10.4,43494,,,,0
Nov-83,Alberta,2016A000248,Fluid purposes,Kilolitres,195,units ,0,v382223,10.5,21955,,,,0
Nov-83,Alberta,2016A000248,Industrial purposes,Kilolitres,195,units ,0,v382224,10.6,19422,,,,0
Nov-83,Alberta,2016A000248,Delivered as cream,Kilolitres,195,units ,0,v382225,10.7,2117,,,t,0
Nov-83,British Columbia,2016A000259,"Milk sold off farms, total",Kilolitres,195,units ,0,v382162,11.4,36721,,,,0
Nov-83,British Columbia,2016A000259,Fluid purposes,Kilolitres,195,units ,0,v382163,11.5,25409,,,,0
Nov-83,British Columbia,2016A000259,Industrial purposes,Kilolitres,195,units ,0,v382164,11.6,11270,,,,0
Nov-83,British Columbia,2016A000259,Delivered as cream,Kilolitres,195,units ,0,v382165,11.7,42,,,t,0
Dec-83,Canada,2016A000011124,"Milk sold off farms, total",Kilolitres,195,units ,0,v382155,1.4,561250,,,,0
Dec-83,Canada,2016A000011124,Fluid purposes,Kilolitres,195,units ,0,v382156,1.5,227022,,,,0
Dec-83,Canada,2016A000011124,Industrial purposes,Kilolitres,195,units ,0,v382157,1.6,321626,,,,0
Dec-83,Canada,2016A000011124,Delivered as cream,Kilolitres,195,units ,0,v382158,1.7,12602,,,t,0
Dec-83,Newfoundland and Labrador,2016A000210,"Milk sold off farms, total",Kilolitres,195,units ,0,v382166,2.4,1041,,,,0
Dec-83,Newfoundland and Labrador,2016A000210,Fluid purposes,Kilolitres,195,units ,0,v382167,2.5,1041,,,,0
Dec-83,Newfoundland and Labrador,2016A000210,Industrial purposes,Kilolitres,195,units ,0,v382168,2.6,0,,,,0
Dec-83,Newfoundland and Labrador,2016A000210,Delivered as cream,Kilolitres,195,units ,0,v382169,2.7,0,,,t,0
Dec-83,Prince Edward Island,2016A000211,"Milk sold off farms, total",Kilolitres,195,units ,0,v382173,3.4,6470,,,,0
Dec-83,Prince Edward Island,2016A000211,Fluid purposes,Kilolitres,195,units ,0,v382174,3.5,1122,,,,0
Dec-83,Prince Edward Island,2016A000211,Industrial purposes,Kilolitres,195,units ,0,v382175,3.6,4995,,,,0
Dec-83,Prince Edward Island,2016A000211,Delivered as cream,Kilolitres,195,units ,0,v382176,3.7,353,,,t,0
Dec-83,Nova Scotia,2016A000212,"Milk sold off farms, total",Kilolitres,195,units ,0,v382180,4.4,14429,,,,0
Dec-83,Nova Scotia,2016A000212,Fluid purposes,Kilolitres,195,units ,0,v382181,4.5,9939,,,,0
Dec-83,Nova Scotia,2016A000212,Industrial purposes,Kilolitres,195,units ,0,v382182,4.6,4113,,,,0
Dec-83,Nova Scotia,2016A000212,Delivered as cream,Kilolitres,195,units ,0,v382183,4.7,377,,,t,0
Dec-83,New Brunswick,2016A000213,"Milk sold off farms, total",Kilolitres,195,units ,0,v382187,5.4,10210,,,,0
Dec-83,New Brunswick,2016A000213,Fluid purposes,Kilolitres,195,units ,0,v382188,5.5,6095,,,,0
Dec-83,New Brunswick,2016A000213,Industrial purposes,Kilolitres,195,units ,0,v382189,5.6,3730,,,,0
Dec-83,New Brunswick,2016A000213,Delivered as cream,Kilolitres,195,units ,0,v382190,5.7,385,,,t,0
Dec-83,Quebec,2016A000224,"Milk sold off farms, total",Kilolitres,195,units ,0,v382194,6.4,207873,,,,0
Dec-83,Quebec,2016A000224,Fluid purposes,Kilolitres,195,units ,0,v382195,6.5,57294,,,,0
Dec-83,Quebec,2016A000224,Industrial purposes,Kilolitres,195,units ,0,v382196,6.6,150563,,,,0
Dec-83,Quebec,2016A000224,Delivered as cream,Kilolitres,195,units ,0,v382197,6.7,16,,,t,0
Dec-83,Ontario,2016A000235,"Milk sold off farms, total",Kilolitres,195,units ,0,v382201,7.4,195503,,,,0
Dec-83,Ontario,2016A000235,Fluid purposes,Kilolitres,195,units ,0,v382202,7.5,85133,,,,0
Dec-83,Ontario,2016A000235,Industrial purposes,Kilolitres,195,units ,0,v382203,7.6,104042,,,,0
Dec-83,Ontario,2016A000235,Delivered as cream,Kilolitres,195,units ,0,v382204,7.7,6328,,,t,0
Dec-83,Manitoba,2016A000246,"Milk sold off farms, total",Kilolitres,195,units ,0,v382208,8.4,23760,,,,0
Dec-83,Manitoba,2016A000246,Fluid purposes,Kilolitres,195,units ,0,v382209,8.5,9378,,,,0
Dec-83,Manitoba,2016A000246,Industrial purposes,Kilolitres,195,units ,0,v382210,8.6,12442,,,,0
Dec-83,Manitoba,2016A000246,Delivered as cream,Kilolitres,195,units ,0,v382211,8.7,1940,,,t,0
Dec-83,Saskatchewan,2016A000247,"Milk sold off farms, total",Kilolitres,195,units ,0,v382215,9.4,17547,,,,0
Dec-83,Saskatchewan,2016A000247,Fluid purposes,Kilolitres,195,units ,0,v382216,9.5,8930,,,,0
Dec-83,Saskatchewan,2016A000247,Industrial purposes,Kilolitres,195,units ,0,v382217,9.6,7403,,,,0
Dec-83,Saskatchewan,2016A000247,Delivered as cream,Kilolitres,195,units ,0,v382218,9.7,1214,,,t,0
Dec-83,Alberta,2016A000248,"Milk sold off farms, total",Kilolitres,195,units ,0,v382222,10.4,45745,,,,0
Dec-83,Alberta,2016A000248,Fluid purposes,Kilolitres,195,units ,0,v382223,10.5,22312,,,,0
Dec-83,Alberta,2016A000248,Industrial purposes,Kilolitres,195,units ,0,v382224,10.6,21490,,,,0
Dec-83,Alberta,2016A000248,Delivered as cream,Kilolitres,195,units ,0,v382225,10.7,1943,,,t,0
Dec-83,British Columbia,2016A000259,"Milk sold off farms, total",Kilolitres,195,units ,0,v382162,11.4,38672,,,,0
Dec-83,British Columbia,2016A000259,Fluid purposes,Kilolitres,195,units ,0,v382163,11.5,25778,,,,0
Dec-83,British Columbia,2016A000259,Industrial purposes,Kilolitres,195,units ,0,v382164,11.6,12848,,,,0
Dec-83,British Columbia,2016A000259,Delivered as cream,Kilolitres,195,units ,0,v382165,11.7,46,,,t,0
Jan-84,Canada,2016A000011124,"Milk sold off farms, total",Kilolitres,195,units ,0,v382155,1.4,568485,,,,0
Jan-84,Canada,2016A000011124,Fluid purposes,Kilolitres,195,units ,0,v382156,1.5,221097,,,,0
Jan-84,Canada,2016A000011124,Industrial purposes,Kilolitres,195,units ,0,v382157,1.6,334765,,,,0
Jan-84,Canada,2016A000011124,Delivered as cream,Kilolitres,195,units ,0,v382158,1.7,12623,,,t,0
Jan-84,Newfoundland and Labrador,2016A000210,"Milk sold off farms, total",Kilolitres,195,units ,0,v382166,2.4,930,,,,0
Jan-84,Newfoundland and Labrador,2016A000210,Fluid purposes,Kilolitres,195,units ,0,v382167,2.5,930,,,,0
Jan-84,Newfoundland and Labrador,2016A000210,Industrial purposes,Kilolitres,195,units ,0,v382168,2.6,0,,,,0
Jan-84,Newfoundland and Labrador,2016A000210,Delivered as cream,Kilolitres,195,units ,0,v382169,2.7,0,,,t,0
Jan-84,Prince Edward Island,2016A000211,"Milk sold off farms, total",Kilolitres,195,units ,0,v382173,3.4,6575,,,,0
Jan-84,Prince Edward Island,2016A000211,Fluid purposes,Kilolitres,195,units ,0,v382174,3.5,1101,,,,0
Jan-84,Prince Edward Island,2016A000211,Industrial purposes,Kilolitres,195,units ,0,v382175,3.6,5150,,,,0
Jan-84,Prince Edward Island,2016A000211,Delivered as cream,Kilolitres,195,units ,0,v382176,3.7,324,,,t,0
Jan-84,Nova Scotia,2016A000212,"Milk sold off farms, total",Kilolitres,195,units ,0,v382180,4.4,14879,,,,0
Jan-84,Nova Scotia,2016A000212,Fluid purposes,Kilolitres,195,units ,0,v382181,4.5,9838,,,,0
Jan-84,Nova Scotia,2016A000212,Industrial purposes,Kilolitres,195,units ,0,v382182,4.6,4697,,,,0
Jan-84,Nova Scotia,2016A000212,Delivered as cream,Kilolitres,195,units ,0,v382183,4.7,344,,,t,0
Jan-84,New Brunswick,2016A000213,"Milk sold off farms, total",Kilolitres,195,units ,0,v382187,5.4,10416,,,,0
Jan-84,New Brunswick,2016A000213,Fluid purposes,Kilolitres,195,units ,0,v382188,5.5,5835,,,,0
Jan-84,New Brunswick,2016A000213,Industrial purposes,Kilolitres,195,units ,0,v382189,5.6,4327,,,,0
Jan-84,New Brunswick,2016A000213,Delivered as cream,Kilolitres,195,units ,0,v382190,5.7,254,,,t,0
Jan-84,Quebec,2016A000224,"Milk sold off farms, total",Kilolitres,195,units ,0,v382194,6.4,206544,,,,0
Jan-84,Quebec,2016A000224,Fluid purposes,Kilolitres,195,units ,0,v382195,6.5,53620,,,,0
Jan-84,Quebec,2016A000224,Industrial purposes,Kilolitres,195,units ,0,v382196,6.6,152911,,,,0
Jan-84,Quebec,2016A000224,Delivered as cream,Kilolitres,195,units ,0,v382197,6.7,13,,,t,0
Jan-84,Ontario,2016A000235,"Milk sold off farms, total",Kilolitres,195,units ,0,v382201,7.4,200131,,,,0
Jan-84,Ontario,2016A000235,Fluid purposes,Kilolitres,195,units ,0,v382202,7.5,83904,,,,0
Jan-84,Ontario,2016A000235,Industrial purposes,Kilolitres,195,units ,0,v382203,7.6,109776,,,,0
Jan-84,Ontario,2016A000235,Delivered as cream,Kilolitres,195,units ,0,v382204,7.7,6451,,,t,0
Jan-84,Manitoba,2016A000246,"Milk sold off farms, total",Kilolitres,195,units ,0,v382208,8.4,24486,,,,0
Jan-84,Manitoba,2016A000246,Fluid purposes,Kilolitres,195,units ,0,v382209,8.5,9333,,,,0
Jan-84,Manitoba,2016A000246,Industrial purposes,Kilolitres,195,units ,0,v382210,8.6,13184,,,,0
Jan-84,Manitoba,2016A000246,Delivered as cream,Kilolitres,195,units ,0,v382211,8.7,1969,,,t,0
Jan-84,Saskatchewan,2016A000247,"Milk sold off farms, total",Kilolitres,195,units ,0,v382215,9.4,18298,,,,0
Jan-84,Saskatchewan,2016A000247,Fluid purposes,Kilolitres,195,units ,0,v382216,9.5,8814,,,,0
Jan-84,Saskatchewan,2016A000247,Industrial purposes,Kilolitres,195,units ,0,v382217,9.6,8193,,,,0
Jan-84,Saskatchewan,2016A000247,Delivered as cream,Kilolitres,195,units ,0,v382218,9.7,1291,,,t,0
Jan-84,Alberta,2016A000248,"Milk sold off farms, total",Kilolitres,195,units ,0,v382222,10.4,46731,,,,0
Jan-84,Alberta,2016A000248,Fluid purposes,Kilolitres,195,units ,0,v382223,10.5,22287,,,,0
Jan-84,Alberta,2016A000248,Industrial purposes,Kilolitres,195,units ,0,v382224,10.6,22512,,,,0
Jan-84,Alberta,2016A000248,Delivered as cream,Kilolitres,195,units ,0,v382225,10.7,1932,,,t,0
Jan-84,British Columbia,2016A000259,"Milk sold off farms, total",Kilolitres,195,units ,0,v382162,11.4,39495,,,,0
Jan-84,British Columbia,2016A000259,Fluid purposes,Kilolitres,195,units ,0,v382163,11.5,25435,,,,0
Jan-84,British Columbia,2016A000259,Industrial purposes,Kilolitres,195,units ,0,v382164,11.6,14015,,,,0
Jan-84,British Columbia,2016A000259,Delivered as cream,Kilolitres,195,units ,0,v382165,11.7,45,,,t,0
Feb-84,Canada,2016A000011124,"Milk sold off farms, total",Kilolitres,195,units ,0,v382155,1.4,544740,,,,0
Feb-84,Canada,2016A000011124,Fluid purposes,Kilolitres,195,units ,0,v382156,1.5,208103,,,,0
Feb-84,Canada,2016A000011124,Industrial purposes,Kilolitres,195,units ,0,v382157,1.6,324652,,,,0
Feb-84,Canada,2016A000011124,Delivered as cream,Kilolitres,195,units ,0,v382158,1.7,11985,,,t,0
Feb-84,Newfoundland and Labrador,2016A000210,"Milk sold off farms, total",Kilolitres,195,units ,0,v382166,2.4,889,,,,0
Feb-84,Newfoundland and Labrador,2016A000210,Fluid purposes,Kilolitres,195,units ,0,v382167,2.5,889,,,,0
Feb-84,Newfoundland and Labrador,2016A000210,Industrial purposes,Kilolitres,195,units ,0,v382168,2.6,0,,,,0
Feb-84,Newfoundland and Labrador,2016A000210,Delivered as cream,Kilolitres,195,units ,0,v382169,2.7,0,,,t,0
Feb-84,Prince Edward Island,2016A000211,"Milk sold off farms, total",Kilolitres,195,units ,0,v382173,3.4,6143,,,,0
Feb-84,Prince Edward Island,2016A000211,Fluid purposes,Kilolitres,195,units ,0,v382174,3.5,1052,,,,0
Feb-84,Prince Edward Island,2016A000211,Industrial purposes,Kilolitres,195,units ,0,v382175,3.6,4861,,,,0
Feb-84,Prince Edward Island,2016A000211,Delivered as cream,Kilolitres,195,units ,0,v382176,3.7,230,,,t,0
Feb-84,Nova Scotia,2016A000212,"Milk sold off farms, total",Kilolitres,195,units ,0,v382180,4.4,14098,,,,0
Feb-84,Nova Scotia,2016A000212,Fluid purposes,Kilolitres,195,units ,0,v382181,4.5,9123,,,,0
Feb-84,Nova Scotia,2016A000212,Industrial purposes,Kilolitres,195,units ,0,v382182,4.6,4657,,,,0
Feb-84,Nova Scotia,2016A000212,Delivered as cream,Kilolitres,195,units ,0,v382183,4.7,318,,,t,0
Feb-84,New Brunswick,2016A000213,"Milk sold off farms, total",Kilolitres,195,units ,0,v382187,5.4,10019,,,,0
Feb-84,New Brunswick,2016A000213,Fluid purposes,Kilolitres,195,units ,0,v382188,5.5,5623,,,,0
Feb-84,New Brunswick,2016A000213,Industrial purposes,Kilolitres,195,units ,0,v382189,5.6,4139,,,,0
Feb-84,New Brunswick,2016A000213,Delivered as cream,Kilolitres,195,units ,0,v382190,5.7,257,,,t,0
Feb-84,Quebec,2016A000224,"Milk sold off farms, total",Kilolitres,195,units ,0,v382194,6.4,198013,,,,0
Feb-84,Quebec,2016A000224,Fluid purposes,Kilolitres,195,units ,0,v382195,6.5,51935,,,,0
Feb-84,Quebec,2016A000224,Industrial purposes,Kilolitres,195,units ,0,v382196,6.6,146069,,,,0
Feb-84,Quebec,2016A000224,Delivered as cream,Kilolitres,195,units ,0,v382197,6.7,9,,,t,0
Feb-84,Ontario,2016A000235,"Milk sold off farms, total",Kilolitres,195,units ,0,v382201,7.4,191621,,,,0
Feb-84,Ontario,2016A000235,Fluid purposes,Kilolitres,195,units ,0,v382202,7.5,78383,,,,0
Feb-84,Ontario,2016A000235,Industrial purposes,Kilolitres,195,units ,0,v382203,7.6,107243,,,,0
Feb-84,Ontario,2016A000235,Delivered as cream,Kilolitres,195,units ,0,v382204,7.7,5995,,,t,0
Feb-84,Manitoba,2016A000246,"Milk sold off farms, total",Kilolitres,195,units ,0,v382208,8.4,23454,,,,0
Feb-84,Manitoba,2016A000246,Fluid purposes,Kilolitres,195,units ,0,v382209,8.5,8758,,,,0
Feb-84,Manitoba,2016A000246,Industrial purposes,Kilolitres,195,units ,0,v382210,8.6,12566,,,,0
Feb-84,Manitoba,2016A000246,Delivered as cream,Kilolitres,195,units ,0,v382211,8.7,2130,,,t,0
Feb-84,Saskatchewan,2016A000247,"Milk sold off farms, total",Kilolitres,195,units ,0,v382215,9.4,17811,,,,0
Feb-84,Saskatchewan,2016A000247,Fluid purposes,Kilolitres,195,units ,0,v382216,9.5,8019,,,,0
Feb-84,Saskatchewan,2016A000247,Industrial purposes,Kilolitres,195,units ,0,v382217,9.6,8578,,,,0
Feb-84,Saskatchewan,2016A000247,Delivered as cream,Kilolitres,195,units ,0,v382218,9.7,1214,,,t,0
Feb-84,Alberta,2016A000248,"Milk sold off farms, total",Kilolitres,195,units ,0,v382222,10.4,44684,,,,0
Feb-84,Alberta,2016A000248,Fluid purposes,Kilolitres,195,units ,0,v382223,10.5,20251,,,,0
Feb-84,Alberta,2016A000248,Industrial purposes,Kilolitres,195,units ,0,v382224,10.6,22643,,,,0
Feb-84,Alberta,2016A000248,Delivered as cream,Kilolitres,195,units ,0,v382225,10.7,1790,,,t,0
Feb-84,British Columbia,2016A000259,"Milk sold off farms, total",Kilolitres,195,units ,0,v382162,11.4,38008,,,,0
Feb-84,British Columbia,2016A000259,Fluid purposes,Kilolitres,195,units ,0,v382163,11.5,24070,,,,0
Feb-84,British Columbia,2016A000259,Industrial purposes,Kilolitres,195,units ,0,v382164,11.6,13896,,,,0
Feb-84,British Columbia,2016A000259,Delivered as cream,Kilolitres,195,units ,0,v382165,11.7,42,,,t,0
Mar-84,Canada,2016A000011124,"Milk sold off farms, total",Kilolitres,195,units ,0,v382155,1.4,608386,,,,0
Mar-84,Canada,2016A000011124,Fluid purposes,Kilolitres,195,units ,0,v382156,1.5,229271,,,,0
Mar-84,Canada,2016A000011124,Industrial purposes,Kilolitres,195,units ,0,v382157,1.6,365000,,,,0
Mar-84,Canada,2016A000011124,Delivered as cream,Kilolitres,195,units ,0,v382158,1.7,14115,,,t,0
Mar-84,Newfoundland and Labrador,2016A000210,"Milk sold off farms, total",Kilolitres,195,units ,0,v382166,2.4,1031,,,,0
Mar-84,Newfoundland and Labrador,2016A000210,Fluid purposes,Kilolitres,195,units ,0,v382167,2.5,1031,,,,0
Mar-84,Newfoundland and Labrador,2016A000210,Industrial purposes,Kilolitres,195,units ,0,v382168,2.6,0,,,,0
Mar-84,Newfoundland and Labrador,2016A000210,Delivered as cream,Kilolitres,195,units ,0,v382169,2.7,0,,,t,0
Mar-84,Prince Edward Island,2016A000211,"Milk sold off farms, total",Kilolitres,195,units ,0,v382173,3.4,7289,,,,0
Mar-84,Prince Edward Island,2016A000211,Fluid purposes,Kilolitres,195,units ,0,v382174,3.5,1099,,,,0
Mar-84,Prince Edward Island,2016A000211,Industrial purposes,Kilolitres,195,units ,0,v382175,3.6,5949,,,,0
Mar-84,Prince Edward Island,2016A000211,Delivered as cream,Kilolitres,195,units ,0,v382176,3.7,241,,,t,0
Mar-84,Nova Scotia,2016A000212,"Milk sold off farms, total",Kilolitres,195,units ,0,v382180,4.4,15153,,,,0
Mar-84,Nova Scotia,2016A000212,Fluid purposes,Kilolitres,195,units ,0,v382181,4.5,9911,,,,0
Mar-84,Nova Scotia,2016A000212,Industrial purposes,Kilolitres,195,units ,0,v382182,4.6,4865,,,,0
Mar-84,Nova Scotia,2016A000212,Delivered as cream,Kilolitres,195,units ,0,v382183,4.7,377,,,t,0
Mar-84,New Brunswick,2016A000213,"Milk sold off farms, total",Kilolitres,195,units ,0,v382187,5.4,11091,,,,0
Mar-84,New Brunswick,2016A000213,Fluid purposes,Kilolitres,195,units ,0,v382188,5.5,6188,,,,0
Mar-84,New Brunswick,2016A000213,Industrial purposes,Kilolitres,195,units ,0,v382189,5.6,4611,,,,0
Mar-84,New Brunswick,2016A000213,Delivered as cream,Kilolitres,195,units ,0,v382190,5.7,292,,,t,0
Mar-84,Quebec,2016A000224,"Milk sold off farms, total",Kilolitres,195,units ,0,v382194,6.4,229308,,,,0
Mar-84,Quebec,2016A000224,Fluid purposes,Kilolitres,195,units ,0,v382195,6.5,56292,,,,0
Mar-84,Quebec,2016A000224,Industrial purposes,Kilolitres,195,units ,0,v382196,6.6,173007,,,,0
Mar-84,Quebec,2016A000224,Delivered as cream,Kilolitres,195,units ,0,v382197,6.7,9,,,t,0
Mar-84,Ontario,2016A000235,"Milk sold off farms, total",Kilolitres,195,units ,0,v382201,7.4,209179,,,,0
Mar-84,Ontario,2016A000235,Fluid purposes,Kilolitres,195,units ,0,v382202,7.5,87227,,,,0
Mar-84,Ontario,2016A000235,Industrial purposes,Kilolitres,195,units ,0,v382203,7.6,115223,,,,0
Mar-84,Ontario,2016A000235,Delivered as cream,Kilolitres,195,units ,0,v382204,7.7,6729,,,t,0
Mar-84,Manitoba,2016A000246,"Milk sold off farms, total",Kilolitres,195,units ,0,v382208,8.4,25512,,,,0
Mar-84,Manitoba,2016A000246,Fluid purposes,Kilolitres,195,units ,0,v382209,8.5,9508,,,,0
Mar-84,Manitoba,2016A000246,Industrial purposes,Kilolitres,195,units ,0,v382210,8.6,13470,,,,0
Mar-84,Manitoba,2016A000246,Delivered as cream,Kilolitres,195,units ,0,v382211,8.7,2534,,,t,0
Mar-84,Saskatchewan,2016A000247,"Milk sold off farms, total",Kilolitres,195,units ,0,v382215,9.4,19883,,,,0
Mar-84,Saskatchewan,2016A000247,Fluid purposes,Kilolitres,195,units ,0,v382216,9.5,9178,,,,0
Mar-84,Saskatchewan,2016A000247,Industrial purposes,Kilolitres,195,units ,0,v382217,9.6,9086,,,,0
Mar-84,Saskatchewan,2016A000247,Delivered as cream,Kilolitres,195,units ,0,v382218,9.7,1619,,,t,0
Mar-84,Alberta,2016A000248,"Milk sold off farms, total",Kilolitres,195,units ,0,v382222,10.4,49116,,,,0
Mar-84,Alberta,2016A000248,Fluid purposes,Kilolitres,195,units ,0,v382223,10.5,22725,,,,0
Mar-84,Alberta,2016A000248,Industrial purposes,Kilolitres,195,units ,0,v382224,10.6,24128,,,,0
Mar-84,Alberta,2016A000248,Delivered as cream,Kilolitres,195,units ,0,v382225,10.7,2263,,,t,0
Mar-84,British Columbia,2016A000259,"Milk sold off farms, total",Kilolitres,195,units ,0,v382162,11.4,40824,,,,0
Mar-84,British Columbia,2016A000259,Fluid purposes,Kilolitres,195,units ,0,v382163,11.5,26112,,,,0
Mar-84,British Columbia,2016A000259,Industrial purposes,Kilolitres,195,units ,0,v382164,11.6,14661,,,,0
Mar-84,British Columbia,2016A000259,Delivered as cream,Kilolitres,195,units ,0,v382165,11.7,51,,,t,0
Apr-84,Canada,2016A000011124,"Milk sold off farms, total",Kilolitres,195,units ,0,v382155,1.4,636614,,,,0
Apr-84,Canada,2016A000011124,Fluid purposes,Kilolitres,195,units ,0,v382156,1.5,209381,,,,0
Apr-84,Canada,2016A000011124,Industrial purposes,Kilolitres,195,units ,0,v382157,1.6,411407,,,,0
Apr-84,Canada,2016A000011124,Delivered as cream,Kilolitres,195,units ,0,v382158,1.7,15826,,,t,0
