source: ,"Table 32-10-0039-01  Fertilizer shipments to Canadian agriculture markets, by nutrient content and fertilizer year, cumulative data (x 1,000)",,,,,,,,,,,,,,
REF_DATE,GEO,DGUID,Fertilizer nutrient content,Period,UOM,UOM_ID,SCALAR_FACTOR,SCALAR_ID,VECTOR,COORDINATE,VALUE,STATUS,SYMBOL,TERMINATED,DECIMALS
2017/2018,Ontario,2016A000235,Nitrogen,July to March,Metric tonnes,214,thousands,3,v52471618,5.1.3,115,,,,0
2017/2018,Ontario,2016A000235,Nitrogen,July to June,Metric tonnes,214,thousands,3,v52471658,5.1.4,197,,,,0
2017/2018,Ontario,2016A000235,Phosphate,July to September,Metric tonnes,214,thousands,3,v52471539,5.2.1,,x,,,0
2017/2018,Ontario,2016A000235,Phosphate,July to December,Metric tonnes,214,thousands,3,v52471579,5.2.2,64,,,,0
2017/2018,Ontario,2016A000235,Phosphate,July to March,Metric tonnes,214,thousands,3,v52471619,5.2.3,71,,,,0
2017/2018,Ontario,2016A000235,Phosphate,July to June,Metric tonnes,214,thousands,3,v52471659,5.2.4,94,,,,0
2017/2018,Ontario,2016A000235,Potash,July to September,Metric tonnes,214,thousands,3,v52471540,5.3.1,,x,,,0
2017/2018,Ontario,2016A000235,Potash,July to December,Metric tonnes,214,thousands,3,v52471580,5.3.2,,x,,,0
2017/2018,Ontario,2016A000235,Potash,July to March,Metric tonnes,214,thousands,3,v52471620,5.3.3,,x,,,0
2017/2018,Ontario,2016A000235,Potash,July to June,Metric tonnes,214,thousands,3,v52471660,5.3.4,,x,,,0
2017/2018,Ontario,2016A000235,Sulphur,July to September,Metric tonnes,214,thousands,3,v52471541,5.4.1,5,,,,0
2017/2018,Ontario,2016A000235,Sulphur,July to December,Metric tonnes,214,thousands,3,v52471581,5.4.2,12,,,,0
2017/2018,Ontario,2016A000235,Sulphur,July to March,Metric tonnes,214,thousands,3,v52471621,5.4.3,17,,,,0
2017/2018,Ontario,2016A000235,Sulphur,July to June,Metric tonnes,214,thousands,3,v52471661,5.4.4,28,,,,0
2017/2018,Prairie provinces,2016A00014,Nitrogen,July to September,Metric tonnes,214,thousands,3,v52471542,6.1.1,405,,,,0
2017/2018,Prairie provinces,2016A00014,Nitrogen,July to December,Metric tonnes,214,thousands,3,v52471582,6.1.2,1017,,,,0
2017/2018,Prairie provinces,2016A00014,Nitrogen,July to March,Metric tonnes,214,thousands,3,v52471622,6.1.3,1451,,,,0
2017/2018,Prairie provinces,2016A00014,Nitrogen,July to June,Metric tonnes,214,thousands,3,v52471662,6.1.4,2210,,,,0
2017/2018,Prairie provinces,2016A00014,Phosphate,July to September,Metric tonnes,214,thousands,3,v52471543,6.2.1,170,,,,0
2017/2018,Prairie provinces,2016A00014,Phosphate,July to December,Metric tonnes,214,thousands,3,v52471583,6.2.2,381,,,,0
2017/2018,Prairie provinces,2016A00014,Phosphate,July to March,Metric tonnes,214,thousands,3,v52471623,6.2.3,593,,,,0
2017/2018,Prairie provinces,2016A00014,Phosphate,July to June,Metric tonnes,214,thousands,3,v52471663,6.2.4,839,,,,0
2017/2018,Prairie provinces,2016A00014,Potash,July to September,Metric tonnes,214,thousands,3,v52471544,6.3.1,31,,,,0
2017/2018,Prairie provinces,2016A00014,Potash,July to December,Metric tonnes,214,thousands,3,v52471584,6.3.2,86,,,,0
2017/2018,Prairie provinces,2016A00014,Potash,July to March,Metric tonnes,214,thousands,3,v52471624,6.3.3,128,,,,0
2017/2018,Prairie provinces,2016A00014,Potash,July to June,Metric tonnes,214,thousands,3,v52471664,6.3.4,209,,,,0
2017/2018,Prairie provinces,2016A00014,Sulphur,July to September,Metric tonnes,214,thousands,3,v52471545,6.4.1,55,,,,0
2017/2018,Prairie provinces,2016A00014,Sulphur,July to December,Metric tonnes,214,thousands,3,v52471585,6.4.2,133,,,,0
2017/2018,Prairie provinces,2016A00014,Sulphur,July to March,Metric tonnes,214,thousands,3,v52471625,6.4.3,187,,,,0
2017/2018,Prairie provinces,2016A00014,Sulphur,July to June,Metric tonnes,214,thousands,3,v52471665,6.4.4,302,,,,0
2017/2018,Manitoba,2016A000246,Nitrogen,July to September,Metric tonnes,214,thousands,3,v52471546,7.1.1,71,,,,0
2017/2018,Manitoba,2016A000246,Nitrogen,July to December,Metric tonnes,214,thousands,3,v52471586,7.1.2,219,,,,0
2017/2018,Manitoba,2016A000246,Nitrogen,July to March,Metric tonnes,214,thousands,3,v52471626,7.1.3,275,,,,0
2017/2018,Manitoba,2016A000246,Nitrogen,July to June,Metric tonnes,214,thousands,3,v52471666,7.1.4,424,,,,0
2017/2018,Manitoba,2016A000246,Phosphate,July to September,Metric tonnes,214,thousands,3,v52471547,7.2.1,34,,,,0
2017/2018,Manitoba,2016A000246,Phosphate,July to December,Metric tonnes,214,thousands,3,v52471587,7.2.2,99,,,,0
2017/2018,Manitoba,2016A000246,Phosphate,July to March,Metric tonnes,214,thousands,3,v52471627,7.2.3,141,,,,0
2017/2018,Manitoba,2016A000246,Phosphate,July to June,Metric tonnes,214,thousands,3,v52471667,7.2.4,205,,,,0
2017/2018,Manitoba,2016A000246,Potash,July to September,Metric tonnes,214,thousands,3,v52471548,7.3.1,11,,,,0
2017/2018,Manitoba,2016A000246,Potash,July to December,Metric tonnes,214,thousands,3,v52471588,7.3.2,29,,,,0
2017/2018,Manitoba,2016A000246,Potash,July to March,Metric tonnes,214,thousands,3,v52471628,7.3.3,36,,,,0
2017/2018,Manitoba,2016A000246,Potash,July to June,Metric tonnes,214,thousands,3,v52471668,7.3.4,60,,,,0
2017/2018,Manitoba,2016A000246,Sulphur,July to September,Metric tonnes,214,thousands,3,v52471549,7.4.1,,x,,,0
2017/2018,Manitoba,2016A000246,Sulphur,July to December,Metric tonnes,214,thousands,3,v52471589,7.4.2,,x,,,0
2017/2018,Manitoba,2016A000246,Sulphur,July to March,Metric tonnes,214,thousands,3,v52471629,7.4.3,32,,,,0
2017/2018,Manitoba,2016A000246,Sulphur,July to June,Metric tonnes,214,thousands,3,v52471669,7.4.4,54,,,,0
2017/2018,Saskatchewan,2016A000247,Nitrogen,July to September,Metric tonnes,214,thousands,3,v52471550,8.1.1,202,,,,0
2017/2018,Saskatchewan,2016A000247,Nitrogen,July to December,Metric tonnes,214,thousands,3,v52471590,8.1.2,512,,,,0
2017/2018,Saskatchewan,2016A000247,Nitrogen,July to March,Metric tonnes,214,thousands,3,v52471630,8.1.3,737,,,,0
2017/2018,Saskatchewan,2016A000247,Nitrogen,July to June,Metric tonnes,214,thousands,3,v52471670,8.1.4,1135,,,,0
2017/2018,Saskatchewan,2016A000247,Phosphate,July to September,Metric tonnes,214,thousands,3,v52471551,8.2.1,81,,,,0
2017/2018,Saskatchewan,2016A000247,Phosphate,July to December,Metric tonnes,214,thousands,3,v52471591,8.2.2,182,,,,0
2017/2018,Saskatchewan,2016A000247,Phosphate,July to March,Metric tonnes,214,thousands,3,v52471631,8.2.3,271,,,,0
2017/2018,Saskatchewan,2016A000247,Phosphate,July to June,Metric tonnes,214,thousands,3,v52471671,8.2.4,392,,,,0
2017/2018,Saskatchewan,2016A000247,Potash,July to September,Metric tonnes,214,thousands,3,v52471552,8.3.1,10,,,,0
2017/2018,Saskatchewan,2016A000247,Potash,July to December,Metric tonnes,214,thousands,3,v52471592,8.3.2,31,,,,0
2017/2018,Saskatchewan,2016A000247,Potash,July to March,Metric tonnes,214,thousands,3,v52471632,8.3.3,48,,,,0
2017/2018,Saskatchewan,2016A000247,Potash,July to June,Metric tonnes,214,thousands,3,v52471672,8.3.4,77,,,,0
2017/2018,Saskatchewan,2016A000247,Sulphur,July to September,Metric tonnes,214,thousands,3,v52471553,8.4.1,31,,,,0
2017/2018,Saskatchewan,2016A000247,Sulphur,July to December,Metric tonnes,214,thousands,3,v52471593,8.4.2,76,,,,0
2017/2018,Saskatchewan,2016A000247,Sulphur,July to March,Metric tonnes,214,thousands,3,v52471633,8.4.3,107,,,,0
2017/2018,Saskatchewan,2016A000247,Sulphur,July to June,Metric tonnes,214,thousands,3,v52471673,8.4.4,174,,,,0
2017/2018,Alberta,2016A000248,Nitrogen,July to September,Metric tonnes,214,thousands,3,v52471554,9.1.1,133,,,,0
2017/2018,Alberta,2016A000248,Nitrogen,July to December,Metric tonnes,214,thousands,3,v52471594,9.1.2,286,,,,0
2017/2018,Alberta,2016A000248,Nitrogen,July to March,Metric tonnes,214,thousands,3,v52471634,9.1.3,439,,,,0
2017/2018,Alberta,2016A000248,Nitrogen,July to June,Metric tonnes,214,thousands,3,v52471674,9.1.4,651,,,,0
2017/2018,Alberta,2016A000248,Phosphate,July to September,Metric tonnes,214,thousands,3,v52471555,9.2.1,55,,,,0
2017/2018,Alberta,2016A000248,Phosphate,July to December,Metric tonnes,214,thousands,3,v52471595,9.2.2,99,,,,0
2017/2018,Alberta,2016A000248,Phosphate,July to March,Metric tonnes,214,thousands,3,v52471635,9.2.3,182,,,,0
2017/2018,Alberta,2016A000248,Phosphate,July to June,Metric tonnes,214,thousands,3,v52471675,9.2.4,243,,,,0
2017/2018,Alberta,2016A000248,Potash,July to September,Metric tonnes,214,thousands,3,v52471556,9.3.1,9,,,,0
2017/2018,Alberta,2016A000248,Potash,July to December,Metric tonnes,214,thousands,3,v52471596,9.3.2,26,,,,0
2017/2018,Alberta,2016A000248,Potash,July to March,Metric tonnes,214,thousands,3,v52471636,9.3.3,43,,,,0
2017/2018,Alberta,2016A000248,Potash,July to June,Metric tonnes,214,thousands,3,v52471676,9.3.4,72,,,,0
2017/2018,Alberta,2016A000248,Sulphur,July to September,Metric tonnes,214,thousands,3,v52471557,9.4.1,,x,,,0
2017/2018,Alberta,2016A000248,Sulphur,July to December,Metric tonnes,214,thousands,3,v52471597,9.4.2,,x,,,0
2017/2018,Alberta,2016A000248,Sulphur,July to March,Metric tonnes,214,thousands,3,v52471637,9.4.3,48,,,,0
2017/2018,Alberta,2016A000248,Sulphur,July to June,Metric tonnes,214,thousands,3,v52471677,9.4.4,74,,,,0
2017/2018,British Columbia,2016A000259,Nitrogen,July to September,Metric tonnes,214,thousands,3,v52471558,10.1.1,5,,,,0
2017/2018,British Columbia,2016A000259,Nitrogen,July to December,Metric tonnes,214,thousands,3,v52471598,10.1.2,11,,,,0
2017/2018,British Columbia,2016A000259,Nitrogen,July to March,Metric tonnes,214,thousands,3,v52471638,10.1.3,18,,,,0
2017/2018,British Columbia,2016A000259,Nitrogen,July to June,Metric tonnes,214,thousands,3,v52471678,10.1.4,27,,,,0
2017/2018,British Columbia,2016A000259,Phosphate,July to September,Metric tonnes,214,thousands,3,v52471559,10.2.1,,x,,,0
2017/2018,British Columbia,2016A000259,Phosphate,July to December,Metric tonnes,214,thousands,3,v52471599,10.2.2,,x,,,0
2017/2018,British Columbia,2016A000259,Phosphate,July to March,Metric tonnes,214,thousands,3,v52471639,10.2.3,5,,,,0
2017/2018,British Columbia,2016A000259,Phosphate,July to June,Metric tonnes,214,thousands,3,v52471679,10.2.4,,x,,,0
2017/2018,British Columbia,2016A000259,Potash,July to September,Metric tonnes,214,thousands,3,v52471560,10.3.1,,x,,,0
2017/2018,British Columbia,2016A000259,Potash,July to December,Metric tonnes,214,thousands,3,v52471600,10.3.2,,x,,,0
2017/2018,British Columbia,2016A000259,Potash,July to March,Metric tonnes,214,thousands,3,v52471640,10.3.3,,x,,,0
2017/2018,British Columbia,2016A000259,Potash,July to June,Metric tonnes,214,thousands,3,v52471680,10.3.4,,x,,,0
2017/2018,British Columbia,2016A000259,Sulphur,July to September,Metric tonnes,214,thousands,3,v52471561,10.4.1,,x,,,0
2017/2018,British Columbia,2016A000259,Sulphur,July to December,Metric tonnes,214,thousands,3,v52471601,10.4.2,,x,,,0
2017/2018,British Columbia,2016A000259,Sulphur,July to March,Metric tonnes,214,thousands,3,v52471641,10.4.3,2,,,,0
2017/2018,British Columbia,2016A000259,Sulphur,July to June,Metric tonnes,214,thousands,3,v52471681,10.4.4,4,,,,0
2018/2019,Canada,2016A000011124,Nitrogen,July to September,Metric tonnes,214,thousands,3,v52471522,1.1.1,516,,,,0
2018/2019,Canada,2016A000011124,Nitrogen,July to December,Metric tonnes,214,thousands,3,v52471562,1.1.2,1326,,,,0
2018/2019,Canada,2016A000011124,Nitrogen,July to March,Metric tonnes,214,thousands,3,v52471602,1.1.3,1743,,,,0
2018/2019,Canada,2016A000011124,Nitrogen,July to June,Metric tonnes,214,thousands,3,v52471642,1.1.4,2613,,,,0
2018/2019,Canada,2016A000011124,Phosphate,July to September,Metric tonnes,214,thousands,3,v52471523,1.2.1,258,,,,0
2018/2019,Canada,2016A000011124,Phosphate,July to December,Metric tonnes,214,thousands,3,v52471563,1.2.2,573,,,,0
2018/2019,Canada,2016A000011124,Phosphate,July to March,Metric tonnes,214,thousands,3,v52471603,1.2.3,830,,,,0
2018/2019,Canada,2016A000011124,Phosphate,July to June,Metric tonnes,214,thousands,3,v52471643,1.2.4,1133,,,,0
2018/2019,Canada,2016A000011124,Potash,July to September,Metric tonnes,214,thousands,3,v52471524,1.3.1,,x,,,0
2018/2019,Canada,2016A000011124,Potash,July to December,Metric tonnes,214,thousands,3,v52471564,1.3.2,,x,,,0
2018/2019,Canada,2016A000011124,Potash,July to March,Metric tonnes,214,thousands,3,v52471604,1.3.3,,x,,,0
2018/2019,Canada,2016A000011124,Potash,July to June,Metric tonnes,214,thousands,3,v52471644,1.3.4,,x,,,0
2018/2019,Canada,2016A000011124,Sulphur,July to September,Metric tonnes,214,thousands,3,v52471525,1.4.1,84,,,,0
2018/2019,Canada,2016A000011124,Sulphur,July to December,Metric tonnes,214,thousands,3,v52471565,1.4.2,180,,,,0
2018/2019,Canada,2016A000011124,Sulphur,July to March,Metric tonnes,214,thousands,3,v52471605,1.4.3,250,,,,0
2018/2019,Canada,2016A000011124,Sulphur,July to June,Metric tonnes,214,thousands,3,v52471645,1.4.4,381,,,,0
2018/2019,Eastern provinces,,Nitrogen,July to September,Metric tonnes,214,thousands,3,v52471526,2.1.1,50,,,,0
2018/2019,Eastern provinces,,Nitrogen,July to December,Metric tonnes,214,thousands,3,v52471566,2.1.2,143,,,,0
2018/2019,Eastern provinces,,Nitrogen,July to March,Metric tonnes,214,thousands,3,v52471606,2.1.3,209,,,,0
2018/2019,Eastern provinces,,Nitrogen,July to June,Metric tonnes,214,thousands,3,v52471646,2.1.4,357,,,,0
2018/2019,Eastern provinces,,Phosphate,July to September,Metric tonnes,214,thousands,3,v52471527,2.2.1,59,,,,0
2018/2019,Eastern provinces,,Phosphate,July to December,Metric tonnes,214,thousands,3,v52471567,2.2.2,133,,,,0
2018/2019,Eastern provinces,,Phosphate,July to March,Metric tonnes,214,thousands,3,v52471607,2.2.3,168,,,,0
2018/2019,Eastern provinces,,Phosphate,July to June,Metric tonnes,214,thousands,3,v52471647,2.2.4,218,,,,0
2018/2019,Eastern provinces,,Potash,July to September,Metric tonnes,214,thousands,3,v52471528,2.3.1,,x,,,0
2018/2019,Eastern provinces,,Potash,July to December,Metric tonnes,214,thousands,3,v52471568,2.3.2,,x,,,0
2018/2019,Eastern provinces,,Potash,July to March,Metric tonnes,214,thousands,3,v52471608,2.3.3,,x,,,0
2018/2019,Eastern provinces,,Potash,July to June,Metric tonnes,214,thousands,3,v52471648,2.3.4,,x,,,0
2018/2019,Eastern provinces,,Sulphur,July to September,Metric tonnes,214,thousands,3,v52471529,2.4.1,12,,,,0
2018/2019,Eastern provinces,,Sulphur,July to December,Metric tonnes,214,thousands,3,v52471569,2.4.2,30,,,,0
2018/2019,Eastern provinces,,Sulphur,July to March,Metric tonnes,214,thousands,3,v52471609,2.4.3,43,,,,0
2018/2019,Eastern provinces,,Sulphur,July to June,Metric tonnes,214,thousands,3,v52471649,2.4.4,66,,,,0
2018/2019,Atlantic provinces,2016A00011,Nitrogen,July to September,Metric tonnes,214,thousands,3,v52471530,3.1.1,5,,,,0
2018/2019,Atlantic provinces,2016A00011,Nitrogen,July to December,Metric tonnes,214,thousands,3,v52471570,3.1.2,15,,,,0
2018/2019,Atlantic provinces,2016A00011,Nitrogen,July to March,Metric tonnes,214,thousands,3,v52471610,3.1.3,25,,,,0
2018/2019,Atlantic provinces,2016A00011,Nitrogen,July to June,Metric tonnes,214,thousands,3,v52471650,3.1.4,36,,,,0
2018/2019,Atlantic provinces,2016A00011,Phosphate,July to September,Metric tonnes,214,thousands,3,v52471531,3.2.1,,x,,,0
2018/2019,Atlantic provinces,2016A00011,Phosphate,July to December,Metric tonnes,214,thousands,3,v52471571,3.2.2,,x,,,0
2018/2019,Atlantic provinces,2016A00011,Phosphate,July to March,Metric tonnes,214,thousands,3,v52471611,3.2.3,37,,,,0
2018/2019,Atlantic provinces,2016A00011,Phosphate,July to June,Metric tonnes,214,thousands,3,v52471651,3.2.4,51,,,,0
2018/2019,Atlantic provinces,2016A00011,Potash,July to September,Metric tonnes,214,thousands,3,v52471532,3.3.1,,x,,,0
2018/2019,Atlantic provinces,2016A00011,Potash,July to December,Metric tonnes,214,thousands,3,v52471572,3.3.2,,x,,,0
2018/2019,Atlantic provinces,2016A00011,Potash,July to March,Metric tonnes,214,thousands,3,v52471612,3.3.3,,x,,,0
2018/2019,Atlantic provinces,2016A00011,Potash,July to June,Metric tonnes,214,thousands,3,v52471652,3.3.4,,x,,,0
2018/2019,Atlantic provinces,2016A00011,Sulphur,July to September,Metric tonnes,214,thousands,3,v52471533,3.4.1,,x,,,0
2018/2019,Atlantic provinces,2016A00011,Sulphur,July to December,Metric tonnes,214,thousands,3,v52471573,3.4.2,6,,,,0
2018/2019,Atlantic provinces,2016A00011,Sulphur,July to March,Metric tonnes,214,thousands,3,v52471613,3.4.3,10,,,,0
2018/2019,Atlantic provinces,2016A00011,Sulphur,July to June,Metric tonnes,214,thousands,3,v52471653,3.4.4,13,,,,0
2018/2019,Quebec,2016A000224,Nitrogen,July to September,Metric tonnes,214,thousands,3,v52471534,4.1.1,13,,,,0
2018/2019,Quebec,2016A000224,Nitrogen,July to December,Metric tonnes,214,thousands,3,v52471574,4.1.2,38,,,,0
2018/2019,Quebec,2016A000224,Nitrogen,July to March,Metric tonnes,214,thousands,3,v52471614,4.1.3,58,,,,0
2018/2019,Quebec,2016A000224,Nitrogen,July to June,Metric tonnes,214,thousands,3,v52471654,4.1.4,147,,,,0
2018/2019,Quebec,2016A000224,Phosphate,July to September,Metric tonnes,214,thousands,3,v52471535,4.2.1,,x,,,0
2018/2019,Quebec,2016A000224,Phosphate,July to December,Metric tonnes,214,thousands,3,v52471575,4.2.2,33,,,,0
2018/2019,Quebec,2016A000224,Phosphate,July to March,Metric tonnes,214,thousands,3,v52471615,4.2.3,37,,,,0
2018/2019,Quebec,2016A000224,Phosphate,July to June,Metric tonnes,214,thousands,3,v52471655,4.2.4,59,,,,0
2018/2019,Quebec,2016A000224,Potash,July to September,Metric tonnes,214,thousands,3,v52471536,4.3.1,8,,,,0
2018/2019,Quebec,2016A000224,Potash,July to December,Metric tonnes,214,thousands,3,v52471576,4.3.2,16,,,,0
2018/2019,Quebec,2016A000224,Potash,July to March,Metric tonnes,214,thousands,3,v52471616,4.3.3,19,,,,0
2018/2019,Quebec,2016A000224,Potash,July to June,Metric tonnes,214,thousands,3,v52471656,4.3.4,37,,,,0
2018/2019,Quebec,2016A000224,Sulphur,July to September,Metric tonnes,214,thousands,3,v52471537,4.4.1,2,,,,0
2018/2019,Quebec,2016A000224,Sulphur,July to December,Metric tonnes,214,thousands,3,v52471577,4.4.2,6,,,,0
2018/2019,Quebec,2016A000224,Sulphur,July to March,Metric tonnes,214,thousands,3,v52471617,4.4.3,6,,,,0
2018/2019,Quebec,2016A000224,Sulphur,July to June,Metric tonnes,214,thousands,3,v52471657,4.4.4,16,,,,0
2018/2019,Ontario,2016A000235,Nitrogen,July to September,Metric tonnes,214,thousands,3,v52471538,5.1.1,31,,,,0
2018/2019,Ontario,2016A000235,Nitrogen,July to December,Metric tonnes,214,thousands,3,v52471578,5.1.2,89,,,,0
2018/2019,Ontario,2016A000235,Nitrogen,July to March,Metric tonnes,214,thousands,3,v52471618,5.1.3,127,,,,0
2018/2019,Ontario,2016A000235,Nitrogen,July to June,Metric tonnes,214,thousands,3,v52471658,5.1.4,175,,,,0
2018/2019,Ontario,2016A000235,Phosphate,July to September,Metric tonnes,214,thousands,3,v52471539,5.2.1,,x,,,0
2018/2019,Ontario,2016A000235,Phosphate,July to December,Metric tonnes,214,thousands,3,v52471579,5.2.2,,x,,,0
2018/2019,Ontario,2016A000235,Phosphate,July to March,Metric tonnes,214,thousands,3,v52471619,5.2.3,94,,,,0
2018/2019,Ontario,2016A000235,Phosphate,July to June,Metric tonnes,214,thousands,3,v52471659,5.2.4,,x,,,0
2018/2019,Ontario,2016A000235,Potash,July to September,Metric tonnes,214,thousands,3,v52471540,5.3.1,,x,,,0
2018/2019,Ontario,2016A000235,Potash,July to December,Metric tonnes,214,thousands,3,v52471580,5.3.2,,x,,,0
2018/2019,Ontario,2016A000235,Potash,July to March,Metric tonnes,214,thousands,3,v52471620,5.3.3,,x,,,0
2018/2019,Ontario,2016A000235,Potash,July to June,Metric tonnes,214,thousands,3,v52471660,5.3.4,,x,,,0
2018/2019,Ontario,2016A000235,Sulphur,July to September,Metric tonnes,214,thousands,3,v52471541,5.4.1,8,,,,0
2018/2019,Ontario,2016A000235,Sulphur,July to December,Metric tonnes,214,thousands,3,v52471581,5.4.2,18,,,,0
2018/2019,Ontario,2016A000235,Sulphur,July to March,Metric tonnes,214,thousands,3,v52471621,5.4.3,27,,,,0
2018/2019,Ontario,2016A000235,Sulphur,July to June,Metric tonnes,214,thousands,3,v52471661,5.4.4,37,,,,0
2018/2019,Prairie provinces,2016A00014,Nitrogen,July to September,Metric tonnes,214,thousands,3,v52471542,6.1.1,466,,,,0
2018/2019,Prairie provinces,2016A00014,Nitrogen,July to December,Metric tonnes,214,thousands,3,v52471582,6.1.2,1183,,,,0
2018/2019,Prairie provinces,2016A00014,Nitrogen,July to March,Metric tonnes,214,thousands,3,v52471622,6.1.3,1534,,,,0
2018/2019,Prairie provinces,2016A00014,Nitrogen,July to June,Metric tonnes,214,thousands,3,v52471662,6.1.4,2255,,,,0
2018/2019,Prairie provinces,2016A00014,Phosphate,July to September,Metric tonnes,214,thousands,3,v52471543,6.2.1,199,,,,0
2018/2019,Prairie provinces,2016A00014,Phosphate,July to December,Metric tonnes,214,thousands,3,v52471583,6.2.2,439,,,,0
2018/2019,Prairie provinces,2016A00014,Phosphate,July to March,Metric tonnes,214,thousands,3,v52471623,6.2.3,663,,,,0
2018/2019,Prairie provinces,2016A00014,Phosphate,July to June,Metric tonnes,214,thousands,3,v52471663,6.2.4,915,,,,0
2018/2019,Prairie provinces,2016A00014,Potash,July to September,Metric tonnes,214,thousands,3,v52471544,6.3.1,,x,,,0
2018/2019,Prairie provinces,2016A00014,Potash,July to December,Metric tonnes,214,thousands,3,v52471584,6.3.2,,x,,,0
2018/2019,Prairie provinces,2016A00014,Potash,July to March,Metric tonnes,214,thousands,3,v52471624,6.3.3,,x,,,0
2018/2019,Prairie provinces,2016A00014,Potash,July to June,Metric tonnes,214,thousands,3,v52471664,6.3.4,,x,,,0
2018/2019,Prairie provinces,2016A00014,Sulphur,July to September,Metric tonnes,214,thousands,3,v52471545,6.4.1,71,,,,0
2018/2019,Prairie provinces,2016A00014,Sulphur,July to December,Metric tonnes,214,thousands,3,v52471585,6.4.2,150,,,,0
2018/2019,Prairie provinces,2016A00014,Sulphur,July to March,Metric tonnes,214,thousands,3,v52471625,6.4.3,207,,,,0
2018/2019,Prairie provinces,2016A00014,Sulphur,July to June,Metric tonnes,214,thousands,3,v52471665,6.4.4,314,,,,0
2018/2019,Manitoba,2016A000246,Nitrogen,July to September,Metric tonnes,214,thousands,3,v52471546,7.1.1,92,,,,0
2018/2019,Manitoba,2016A000246,Nitrogen,July to December,Metric tonnes,214,thousands,3,v52471586,7.1.2,247,,,,0
2018/2019,Manitoba,2016A000246,Nitrogen,July to March,Metric tonnes,214,thousands,3,v52471626,7.1.3,291,,,,0
2018/2019,Manitoba,2016A000246,Nitrogen,July to June,Metric tonnes,214,thousands,3,v52471666,7.1.4,443,,,,0
2018/2019,Manitoba,2016A000246,Phosphate,July to September,Metric tonnes,214,thousands,3,v52471547,7.2.1,,x,,,0
2018/2019,Manitoba,2016A000246,Phosphate,July to December,Metric tonnes,214,thousands,3,v52471587,7.2.2,117,,,,0
2018/2019,Manitoba,2016A000246,Phosphate,July to March,Metric tonnes,214,thousands,3,v52471627,7.2.3,163,,,,0
2018/2019,Manitoba,2016A000246,Phosphate,July to June,Metric tonnes,214,thousands,3,v52471667,7.2.4,228,,,,0
2018/2019,Manitoba,2016A000246,Potash,July to September,Metric tonnes,214,thousands,3,v52471548,7.3.1,,x,,,0
2018/2019,Manitoba,2016A000246,Potash,July to December,Metric tonnes,214,thousands,3,v52471588,7.3.2,,x,,,0
2018/2019,Manitoba,2016A000246,Potash,July to March,Metric tonnes,214,thousands,3,v52471628,7.3.3,,x,,,0
2018/2019,Manitoba,2016A000246,Potash,July to June,Metric tonnes,214,thousands,3,v52471668,7.3.4,,x,,,0
2018/2019,Manitoba,2016A000246,Sulphur,July to September,Metric tonnes,214,thousands,3,v52471549,7.4.1,,x,,,0
2018/2019,Manitoba,2016A000246,Sulphur,July to December,Metric tonnes,214,thousands,3,v52471589,7.4.2,,x,,,0
2018/2019,Manitoba,2016A000246,Sulphur,July to March,Metric tonnes,214,thousands,3,v52471629,7.4.3,,x,,,0
2018/2019,Manitoba,2016A000246,Sulphur,July to June,Metric tonnes,214,thousands,3,v52471669,7.4.4,,x,,,0
2018/2019,Saskatchewan,2016A000247,Nitrogen,July to September,Metric tonnes,214,thousands,3,v52471550,8.1.1,186,,,,0
2018/2019,Saskatchewan,2016A000247,Nitrogen,July to December,Metric tonnes,214,thousands,3,v52471590,8.1.2,545,,,,0
2018/2019,Saskatchewan,2016A000247,Nitrogen,July to March,Metric tonnes,214,thousands,3,v52471630,8.1.3,738,,,,0
2018/2019,Saskatchewan,2016A000247,Nitrogen,July to June,Metric tonnes,214,thousands,3,v52471670,8.1.4,1117,,,,0
2018/2019,Saskatchewan,2016A000247,Phosphate,July to September,Metric tonnes,214,thousands,3,v52471551,8.2.1,72,,,,0
2018/2019,Saskatchewan,2016A000247,Phosphate,July to December,Metric tonnes,214,thousands,3,v52471591,8.2.2,189,,,,0
2018/2019,Saskatchewan,2016A000247,Phosphate,July to March,Metric tonnes,214,thousands,3,v52471631,8.2.3,300,,,,0
2018/2019,Saskatchewan,2016A000247,Phosphate,July to June,Metric tonnes,214,thousands,3,v52471671,8.2.4,435,,,,0
2018/2019,Saskatchewan,2016A000247,Potash,July to September,Metric tonnes,214,thousands,3,v52471552,8.3.1,,x,,,0
2018/2019,Saskatchewan,2016A000247,Potash,July to December,Metric tonnes,214,thousands,3,v52471592,8.3.2,,x,,,0
2018/2019,Saskatchewan,2016A000247,Potash,July to March,Metric tonnes,214,thousands,3,v52471632,8.3.3,,x,,,0
2018/2019,Saskatchewan,2016A000247,Potash,July to June,Metric tonnes,214,thousands,3,v52471672,8.3.4,,x,,,0
2018/2019,Saskatchewan,2016A000247,Sulphur,July to September,Metric tonnes,214,thousands,3,v52471553,8.4.1,34,,,,0
2018/2019,Saskatchewan,2016A000247,Sulphur,July to December,Metric tonnes,214,thousands,3,v52471593,8.4.2,80,,,,0
2018/2019,Saskatchewan,2016A000247,Sulphur,July to March,Metric tonnes,214,thousands,3,v52471633,8.4.3,115,,,,0
2018/2019,Saskatchewan,2016A000247,Sulphur,July to June,Metric tonnes,214,thousands,3,v52471673,8.4.4,175,,,,0
