source: ,"Table 32-10-0039-01  Fertilizer shipments to Canadian agriculture markets, by nutrient content and fertilizer year, cumulative data (x 1,000)",,,,,,,,,,,,,,
REF_DATE,GEO,DGUID,Fertilizer nutrient content,Period,UOM,UOM_ID,SCALAR_FACTOR,SCALAR_ID,VECTOR,COORDINATE,VALUE,STATUS,SYMBOL,TERMINATED,DECIMALS
2009/2010,Alberta,2016A000248,Sulphur,July to March,Metric tonnes,214,thousands,3,v52471637,9.4.3,34,,,,0
2009/2010,Alberta,2016A000248,Sulphur,July to June,Metric tonnes,214,thousands,3,v52471677,9.4.4,62,,,,0
2009/2010,British Columbia,2016A000259,Nitrogen,July to September,Metric tonnes,214,thousands,3,v52471558,10.1.1,,x,,,0
2009/2010,British Columbia,2016A000259,Nitrogen,July to December,Metric tonnes,214,thousands,3,v52471598,10.1.2,,x,,,0
2009/2010,British Columbia,2016A000259,Nitrogen,July to March,Metric tonnes,214,thousands,3,v52471638,10.1.3,20,,,,0
2009/2010,British Columbia,2016A000259,Nitrogen,July to June,Metric tonnes,214,thousands,3,v52471678,10.1.4,24,,,,0
2009/2010,British Columbia,2016A000259,Phosphate,July to September,Metric tonnes,214,thousands,3,v52471559,10.2.1,,x,,,0
2009/2010,British Columbia,2016A000259,Phosphate,July to December,Metric tonnes,214,thousands,3,v52471599,10.2.2,,x,,,0
2009/2010,British Columbia,2016A000259,Phosphate,July to March,Metric tonnes,214,thousands,3,v52471639,10.2.3,,x,,,0
2009/2010,British Columbia,2016A000259,Phosphate,July to June,Metric tonnes,214,thousands,3,v52471679,10.2.4,,x,,,0
2009/2010,British Columbia,2016A000259,Potash,July to September,Metric tonnes,214,thousands,3,v52471560,10.3.1,1,,,,0
2009/2010,British Columbia,2016A000259,Potash,July to December,Metric tonnes,214,thousands,3,v52471600,10.3.2,1,,,,0
2009/2010,British Columbia,2016A000259,Potash,July to March,Metric tonnes,214,thousands,3,v52471640,10.3.3,4,,,,0
2009/2010,British Columbia,2016A000259,Potash,July to June,Metric tonnes,214,thousands,3,v52471680,10.3.4,6,,,,0
2009/2010,British Columbia,2016A000259,Sulphur,July to September,Metric tonnes,214,thousands,3,v52471561,10.4.1,,0s,,,0
2009/2010,British Columbia,2016A000259,Sulphur,July to December,Metric tonnes,214,thousands,3,v52471601,10.4.2,1,,,,0
2009/2010,British Columbia,2016A000259,Sulphur,July to March,Metric tonnes,214,thousands,3,v52471641,10.4.3,2,,,,0
2009/2010,British Columbia,2016A000259,Sulphur,July to June,Metric tonnes,214,thousands,3,v52471681,10.4.4,3,,,,0
2010/2011,Canada,2016A000011124,Nitrogen,July to September,Metric tonnes,214,thousands,3,v52471522,1.1.1,287,,,,0
2010/2011,Canada,2016A000011124,Nitrogen,July to December,Metric tonnes,214,thousands,3,v52471562,1.1.2,896,,,,0
2010/2011,Canada,2016A000011124,Nitrogen,July to March,Metric tonnes,214,thousands,3,v52471602,1.1.3,1175,,,,0
2010/2011,Canada,2016A000011124,Nitrogen,July to June,Metric tonnes,214,thousands,3,v52471642,1.1.4,1990,,,,0
2010/2011,Canada,2016A000011124,Phosphate,July to September,Metric tonnes,214,thousands,3,v52471523,1.2.1,109,,,,0
2010/2011,Canada,2016A000011124,Phosphate,July to December,Metric tonnes,214,thousands,3,v52471563,1.2.2,276,,,,0
2010/2011,Canada,2016A000011124,Phosphate,July to March,Metric tonnes,214,thousands,3,v52471603,1.2.3,453,,,,0
2010/2011,Canada,2016A000011124,Phosphate,July to June,Metric tonnes,214,thousands,3,v52471643,1.2.4,723,,,,0
2010/2011,Canada,2016A000011124,Potash,July to September,Metric tonnes,214,thousands,3,v52471524,1.3.1,49,,,,0
2010/2011,Canada,2016A000011124,Potash,July to December,Metric tonnes,214,thousands,3,v52471564,1.3.2,135,,,,0
2010/2011,Canada,2016A000011124,Potash,July to March,Metric tonnes,214,thousands,3,v52471604,1.3.3,211,,,,0
2010/2011,Canada,2016A000011124,Potash,July to June,Metric tonnes,214,thousands,3,v52471644,1.3.4,312,,,,0
2010/2011,Canada,2016A000011124,Sulphur,July to September,Metric tonnes,214,thousands,3,v52471525,1.4.1,32,,,,0
2010/2011,Canada,2016A000011124,Sulphur,July to December,Metric tonnes,214,thousands,3,v52471565,1.4.2,90,,,,0
2010/2011,Canada,2016A000011124,Sulphur,July to March,Metric tonnes,214,thousands,3,v52471605,1.4.3,140,,,,0
2010/2011,Canada,2016A000011124,Sulphur,July to June,Metric tonnes,214,thousands,3,v52471645,1.4.4,238,,,,0
2010/2011,Eastern provinces,,Nitrogen,July to September,Metric tonnes,214,thousands,3,v52471526,2.1.1,47,,,,0
2010/2011,Eastern provinces,,Nitrogen,July to December,Metric tonnes,214,thousands,3,v52471566,2.1.2,156,,,,0
2010/2011,Eastern provinces,,Nitrogen,July to March,Metric tonnes,214,thousands,3,v52471606,2.1.3,202,,,,0
2010/2011,Eastern provinces,,Nitrogen,July to June,Metric tonnes,214,thousands,3,v52471646,2.1.4,348,,,,0
2010/2011,Eastern provinces,,Phosphate,July to September,Metric tonnes,214,thousands,3,v52471527,2.2.1,33,,,,0
2010/2011,Eastern provinces,,Phosphate,July to December,Metric tonnes,214,thousands,3,v52471567,2.2.2,77,,,,0
2010/2011,Eastern provinces,,Phosphate,July to March,Metric tonnes,214,thousands,3,v52471607,2.2.3,136,,,,0
2010/2011,Eastern provinces,,Phosphate,July to June,Metric tonnes,214,thousands,3,v52471647,2.2.4,189,,,,0
2010/2011,Eastern provinces,,Potash,July to September,Metric tonnes,214,thousands,3,v52471528,2.3.1,,x,,,0
2010/2011,Eastern provinces,,Potash,July to December,Metric tonnes,214,thousands,3,v52471568,2.3.2,,x,,,0
2010/2011,Eastern provinces,,Potash,July to March,Metric tonnes,214,thousands,3,v52471608,2.3.3,139,,,,0
2010/2011,Eastern provinces,,Potash,July to June,Metric tonnes,214,thousands,3,v52471648,2.3.4,190,,,,0
2010/2011,Eastern provinces,,Sulphur,July to September,Metric tonnes,214,thousands,3,v52471529,2.4.1,10,,,,0
2010/2011,Eastern provinces,,Sulphur,July to December,Metric tonnes,214,thousands,3,v52471569,2.4.2,16,,,,0
2010/2011,Eastern provinces,,Sulphur,July to March,Metric tonnes,214,thousands,3,v52471609,2.4.3,29,,,,0
2010/2011,Eastern provinces,,Sulphur,July to June,Metric tonnes,214,thousands,3,v52471649,2.4.4,38,,,,0
2010/2011,Atlantic provinces,2016A00011,Nitrogen,July to September,Metric tonnes,214,thousands,3,v52471530,3.1.1,2,,,,0
2010/2011,Atlantic provinces,2016A00011,Nitrogen,July to December,Metric tonnes,214,thousands,3,v52471570,3.1.2,7,,,,0
2010/2011,Atlantic provinces,2016A00011,Nitrogen,July to March,Metric tonnes,214,thousands,3,v52471610,3.1.3,13,,,,0
2010/2011,Atlantic provinces,2016A00011,Nitrogen,July to June,Metric tonnes,214,thousands,3,v52471650,3.1.4,22,,,,0
2010/2011,Atlantic provinces,2016A00011,Phosphate,July to September,Metric tonnes,214,thousands,3,v52471531,3.2.1,2,,,,0
2010/2011,Atlantic provinces,2016A00011,Phosphate,July to December,Metric tonnes,214,thousands,3,v52471571,3.2.2,,x,,,0
2010/2011,Atlantic provinces,2016A00011,Phosphate,July to March,Metric tonnes,214,thousands,3,v52471611,3.2.3,13,,,,0
2010/2011,Atlantic provinces,2016A00011,Phosphate,July to June,Metric tonnes,214,thousands,3,v52471651,3.2.4,19,,,,0
2010/2011,Atlantic provinces,2016A00011,Potash,July to September,Metric tonnes,214,thousands,3,v52471532,3.3.1,,x,,,0
2010/2011,Atlantic provinces,2016A00011,Potash,July to December,Metric tonnes,214,thousands,3,v52471572,3.3.2,,x,,,0
2010/2011,Atlantic provinces,2016A00011,Potash,July to March,Metric tonnes,214,thousands,3,v52471612,3.3.3,,x,,,0
2010/2011,Atlantic provinces,2016A00011,Potash,July to June,Metric tonnes,214,thousands,3,v52471652,3.3.4,,x,,,0
2010/2011,Atlantic provinces,2016A00011,Sulphur,July to September,Metric tonnes,214,thousands,3,v52471533,3.4.1,1,,,,0
2010/2011,Atlantic provinces,2016A00011,Sulphur,July to December,Metric tonnes,214,thousands,3,v52471573,3.4.2,2,,,,0
2010/2011,Atlantic provinces,2016A00011,Sulphur,July to March,Metric tonnes,214,thousands,3,v52471613,3.4.3,3,,,,0
2010/2011,Atlantic provinces,2016A00011,Sulphur,July to June,Metric tonnes,214,thousands,3,v52471653,3.4.4,4,,,,0
2010/2011,Quebec,2016A000224,Nitrogen,July to September,Metric tonnes,214,thousands,3,v52471534,4.1.1,15,,,,0
2010/2011,Quebec,2016A000224,Nitrogen,July to December,Metric tonnes,214,thousands,3,v52471574,4.1.2,34,,,,0
2010/2011,Quebec,2016A000224,Nitrogen,July to March,Metric tonnes,214,thousands,3,v52471614,4.1.3,49,,,,0
2010/2011,Quebec,2016A000224,Nitrogen,July to June,Metric tonnes,214,thousands,3,v52471654,4.1.4,114,,,,0
2010/2011,Quebec,2016A000224,Phosphate,July to September,Metric tonnes,214,thousands,3,v52471535,4.2.1,5,,,,0
2010/2011,Quebec,2016A000224,Phosphate,July to December,Metric tonnes,214,thousands,3,v52471575,4.2.2,,x,,,0
2010/2011,Quebec,2016A000224,Phosphate,July to March,Metric tonnes,214,thousands,3,v52471615,4.2.3,38,,,,0
2010/2011,Quebec,2016A000224,Phosphate,July to June,Metric tonnes,214,thousands,3,v52471655,4.2.4,63,,,,0
2010/2011,Quebec,2016A000224,Potash,July to September,Metric tonnes,214,thousands,3,v52471536,4.3.1,,x,,,0
2010/2011,Quebec,2016A000224,Potash,July to December,Metric tonnes,214,thousands,3,v52471576,4.3.2,,x,,,0
2010/2011,Quebec,2016A000224,Potash,July to March,Metric tonnes,214,thousands,3,v52471616,4.3.3,,x,,,0
2010/2011,Quebec,2016A000224,Potash,July to June,Metric tonnes,214,thousands,3,v52471656,4.3.4,,x,,,0
2010/2011,Quebec,2016A000224,Sulphur,July to September,Metric tonnes,214,thousands,3,v52471537,4.4.1,1,,,,0
2010/2011,Quebec,2016A000224,Sulphur,July to December,Metric tonnes,214,thousands,3,v52471577,4.4.2,4,,,,0
2010/2011,Quebec,2016A000224,Sulphur,July to March,Metric tonnes,214,thousands,3,v52471617,4.4.3,6,,,,0
2010/2011,Quebec,2016A000224,Sulphur,July to June,Metric tonnes,214,thousands,3,v52471657,4.4.4,9,,,,0
2010/2011,Ontario,2016A000235,Nitrogen,July to September,Metric tonnes,214,thousands,3,v52471538,5.1.1,30,,,,0
2010/2011,Ontario,2016A000235,Nitrogen,July to December,Metric tonnes,214,thousands,3,v52471578,5.1.2,115,,,,0
2010/2011,Ontario,2016A000235,Nitrogen,July to March,Metric tonnes,214,thousands,3,v52471618,5.1.3,140,,,,0
2010/2011,Ontario,2016A000235,Nitrogen,July to June,Metric tonnes,214,thousands,3,v52471658,5.1.4,212,,,,0
2010/2011,Ontario,2016A000235,Phosphate,July to September,Metric tonnes,214,thousands,3,v52471539,5.2.1,27,,,,0
2010/2011,Ontario,2016A000235,Phosphate,July to December,Metric tonnes,214,thousands,3,v52471579,5.2.2,54,,,,0
2010/2011,Ontario,2016A000235,Phosphate,July to March,Metric tonnes,214,thousands,3,v52471619,5.2.3,85,,,,0
2010/2011,Ontario,2016A000235,Phosphate,July to June,Metric tonnes,214,thousands,3,v52471659,5.2.4,107,,,,0
2010/2011,Ontario,2016A000235,Potash,July to September,Metric tonnes,214,thousands,3,v52471540,5.3.1,,x,,,0
2010/2011,Ontario,2016A000235,Potash,July to December,Metric tonnes,214,thousands,3,v52471580,5.3.2,54,,,,0
2010/2011,Ontario,2016A000235,Potash,July to March,Metric tonnes,214,thousands,3,v52471620,5.3.3,87,,,,0
2010/2011,Ontario,2016A000235,Potash,July to June,Metric tonnes,214,thousands,3,v52471660,5.3.4,114,,,,0
2010/2011,Ontario,2016A000235,Sulphur,July to September,Metric tonnes,214,thousands,3,v52471541,5.4.1,7,,,,0
2010/2011,Ontario,2016A000235,Sulphur,July to December,Metric tonnes,214,thousands,3,v52471581,5.4.2,11,,,,0
2010/2011,Ontario,2016A000235,Sulphur,July to March,Metric tonnes,214,thousands,3,v52471621,5.4.3,20,,,,0
2010/2011,Ontario,2016A000235,Sulphur,July to June,Metric tonnes,214,thousands,3,v52471661,5.4.4,25,,,,0
2010/2011,Prairie provinces,2016A00014,Nitrogen,July to September,Metric tonnes,214,thousands,3,v52471542,6.1.1,239,,,,0
2010/2011,Prairie provinces,2016A00014,Nitrogen,July to December,Metric tonnes,214,thousands,3,v52471582,6.1.2,740,,,,0
2010/2011,Prairie provinces,2016A00014,Nitrogen,July to March,Metric tonnes,214,thousands,3,v52471622,6.1.3,973,,,,0
2010/2011,Prairie provinces,2016A00014,Nitrogen,July to June,Metric tonnes,214,thousands,3,v52471662,6.1.4,1642,,,,0
2010/2011,Prairie provinces,2016A00014,Phosphate,July to September,Metric tonnes,214,thousands,3,v52471543,6.2.1,75,,,,0
2010/2011,Prairie provinces,2016A00014,Phosphate,July to December,Metric tonnes,214,thousands,3,v52471583,6.2.2,200,,,,0
2010/2011,Prairie provinces,2016A00014,Phosphate,July to March,Metric tonnes,214,thousands,3,v52471623,6.2.3,317,,,,0
2010/2011,Prairie provinces,2016A00014,Phosphate,July to June,Metric tonnes,214,thousands,3,v52471663,6.2.4,534,,,,0
2010/2011,Prairie provinces,2016A00014,Potash,July to September,Metric tonnes,214,thousands,3,v52471544,6.3.1,,x,,,0
2010/2011,Prairie provinces,2016A00014,Potash,July to December,Metric tonnes,214,thousands,3,v52471584,6.3.2,,x,,,0
2010/2011,Prairie provinces,2016A00014,Potash,July to March,Metric tonnes,214,thousands,3,v52471624,6.3.3,71,,,,0
2010/2011,Prairie provinces,2016A00014,Potash,July to June,Metric tonnes,214,thousands,3,v52471664,6.3.4,123,,,,0
2010/2011,Prairie provinces,2016A00014,Sulphur,July to September,Metric tonnes,214,thousands,3,v52471545,6.4.1,22,,,,0
2010/2011,Prairie provinces,2016A00014,Sulphur,July to December,Metric tonnes,214,thousands,3,v52471585,6.4.2,73,,,,0
2010/2011,Prairie provinces,2016A00014,Sulphur,July to March,Metric tonnes,214,thousands,3,v52471625,6.4.3,110,,,,0
2010/2011,Prairie provinces,2016A00014,Sulphur,July to June,Metric tonnes,214,thousands,3,v52471665,6.4.4,199,,,,0
2010/2011,Manitoba,2016A000246,Nitrogen,July to September,Metric tonnes,214,thousands,3,v52471546,7.1.1,51,,,,0
2010/2011,Manitoba,2016A000246,Nitrogen,July to December,Metric tonnes,214,thousands,3,v52471586,7.1.2,186,,,,0
2010/2011,Manitoba,2016A000246,Nitrogen,July to March,Metric tonnes,214,thousands,3,v52471626,7.1.3,222,,,,0
2010/2011,Manitoba,2016A000246,Nitrogen,July to June,Metric tonnes,214,thousands,3,v52471666,7.1.4,314,,,,0
2010/2011,Manitoba,2016A000246,Phosphate,July to September,Metric tonnes,214,thousands,3,v52471547,7.2.1,18,,,,0
2010/2011,Manitoba,2016A000246,Phosphate,July to December,Metric tonnes,214,thousands,3,v52471587,7.2.2,50,,,,0
2010/2011,Manitoba,2016A000246,Phosphate,July to March,Metric tonnes,214,thousands,3,v52471627,7.2.3,80,,,,0
2010/2011,Manitoba,2016A000246,Phosphate,July to June,Metric tonnes,214,thousands,3,v52471667,7.2.4,111,,,,0
2010/2011,Manitoba,2016A000246,Potash,July to September,Metric tonnes,214,thousands,3,v52471548,7.3.1,7,,,,0
2010/2011,Manitoba,2016A000246,Potash,July to December,Metric tonnes,214,thousands,3,v52471588,7.3.2,20,,,,0
2010/2011,Manitoba,2016A000246,Potash,July to March,Metric tonnes,214,thousands,3,v52471628,7.3.3,27,,,,0
2010/2011,Manitoba,2016A000246,Potash,July to June,Metric tonnes,214,thousands,3,v52471668,7.3.4,42,,,,0
2010/2011,Manitoba,2016A000246,Sulphur,July to September,Metric tonnes,214,thousands,3,v52471549,7.4.1,,x,,,0
2010/2011,Manitoba,2016A000246,Sulphur,July to December,Metric tonnes,214,thousands,3,v52471589,7.4.2,15,,,,0
2010/2011,Manitoba,2016A000246,Sulphur,July to March,Metric tonnes,214,thousands,3,v52471629,7.4.3,21,,,,0
2010/2011,Manitoba,2016A000246,Sulphur,July to June,Metric tonnes,214,thousands,3,v52471669,7.4.4,35,,,,0
2010/2011,Saskatchewan,2016A000247,Nitrogen,July to September,Metric tonnes,214,thousands,3,v52471550,8.1.1,68,,,,0
2010/2011,Saskatchewan,2016A000247,Nitrogen,July to December,Metric tonnes,214,thousands,3,v52471590,8.1.2,263,,,,0
2010/2011,Saskatchewan,2016A000247,Nitrogen,July to March,Metric tonnes,214,thousands,3,v52471630,8.1.3,372,,,,0
2010/2011,Saskatchewan,2016A000247,Nitrogen,July to June,Metric tonnes,214,thousands,3,v52471670,8.1.4,702,,,,0
2010/2011,Saskatchewan,2016A000247,Phosphate,July to September,Metric tonnes,214,thousands,3,v52471551,8.2.1,25,,,,0
2010/2011,Saskatchewan,2016A000247,Phosphate,July to December,Metric tonnes,214,thousands,3,v52471591,8.2.2,78,,,,0
2010/2011,Saskatchewan,2016A000247,Phosphate,July to March,Metric tonnes,214,thousands,3,v52471631,8.2.3,128,,,,0
2010/2011,Saskatchewan,2016A000247,Phosphate,July to June,Metric tonnes,214,thousands,3,v52471671,8.2.4,226,,,,0
2010/2011,Saskatchewan,2016A000247,Potash,July to September,Metric tonnes,214,thousands,3,v52471552,8.3.1,2,,,,0
2010/2011,Saskatchewan,2016A000247,Potash,July to December,Metric tonnes,214,thousands,3,v52471592,8.3.2,,x,,,0
2010/2011,Saskatchewan,2016A000247,Potash,July to March,Metric tonnes,214,thousands,3,v52471632,8.3.3,16,,,,0
2010/2011,Saskatchewan,2016A000247,Potash,July to June,Metric tonnes,214,thousands,3,v52471672,8.3.4,28,,,,0
2010/2011,Saskatchewan,2016A000247,Sulphur,July to September,Metric tonnes,214,thousands,3,v52471553,8.4.1,9,,,,0
2010/2011,Saskatchewan,2016A000247,Sulphur,July to December,Metric tonnes,214,thousands,3,v52471593,8.4.2,31,,,,0
2010/2011,Saskatchewan,2016A000247,Sulphur,July to March,Metric tonnes,214,thousands,3,v52471633,8.4.3,52,,,,0
2010/2011,Saskatchewan,2016A000247,Sulphur,July to June,Metric tonnes,214,thousands,3,v52471673,8.4.4,93,,,,0
2010/2011,Alberta,2016A000248,Nitrogen,July to September,Metric tonnes,214,thousands,3,v52471554,9.1.1,120,,,,0
2010/2011,Alberta,2016A000248,Nitrogen,July to December,Metric tonnes,214,thousands,3,v52471594,9.1.2,291,,,,0
2010/2011,Alberta,2016A000248,Nitrogen,July to March,Metric tonnes,214,thousands,3,v52471634,9.1.3,378,,,,0
2010/2011,Alberta,2016A000248,Nitrogen,July to June,Metric tonnes,214,thousands,3,v52471674,9.1.4,626,,,,0
2010/2011,Alberta,2016A000248,Phosphate,July to September,Metric tonnes,214,thousands,3,v52471555,9.2.1,32,,,,0
2010/2011,Alberta,2016A000248,Phosphate,July to December,Metric tonnes,214,thousands,3,v52471595,9.2.2,72,,,,0
2010/2011,Alberta,2016A000248,Phosphate,July to March,Metric tonnes,214,thousands,3,v52471635,9.2.3,109,,,,0
2010/2011,Alberta,2016A000248,Phosphate,July to June,Metric tonnes,214,thousands,3,v52471675,9.2.4,197,,,,0
2010/2011,Alberta,2016A000248,Potash,July to September,Metric tonnes,214,thousands,3,v52471556,9.3.1,,x,,,0
2010/2011,Alberta,2016A000248,Potash,July to December,Metric tonnes,214,thousands,3,v52471596,9.3.2,20,,,,0
2010/2011,Alberta,2016A000248,Potash,July to March,Metric tonnes,214,thousands,3,v52471636,9.3.3,28,,,,0
2010/2011,Alberta,2016A000248,Potash,July to June,Metric tonnes,214,thousands,3,v52471676,9.3.4,54,,,,0
2010/2011,Alberta,2016A000248,Sulphur,July to September,Metric tonnes,214,thousands,3,v52471557,9.4.1,,x,,,0
2010/2011,Alberta,2016A000248,Sulphur,July to December,Metric tonnes,214,thousands,3,v52471597,9.4.2,27,,,,0
2010/2011,Alberta,2016A000248,Sulphur,July to March,Metric tonnes,214,thousands,3,v52471637,9.4.3,38,,,,0
2010/2011,Alberta,2016A000248,Sulphur,July to June,Metric tonnes,214,thousands,3,v52471677,9.4.4,71,,,,0
2010/2011,British Columbia,2016A000259,Nitrogen,July to September,Metric tonnes,214,thousands,3,v52471558,10.1.1,3,,,,0
2010/2011,British Columbia,2016A000259,Nitrogen,July to December,Metric tonnes,214,thousands,3,v52471598,10.1.2,8,,,,0
2010/2011,British Columbia,2016A000259,Nitrogen,July to March,Metric tonnes,214,thousands,3,v52471638,10.1.3,12,,,,0
2010/2011,British Columbia,2016A000259,Nitrogen,July to June,Metric tonnes,214,thousands,3,v52471678,10.1.4,19,,,,0
2010/2011,British Columbia,2016A000259,Phosphate,July to September,Metric tonnes,214,thousands,3,v52471559,10.2.1,,x,,,0
2010/2011,British Columbia,2016A000259,Phosphate,July to December,Metric tonnes,214,thousands,3,v52471599,10.2.2,,x,,,0
2010/2011,British Columbia,2016A000259,Phosphate,July to March,Metric tonnes,214,thousands,3,v52471639,10.2.3,,x,,,0
2010/2011,British Columbia,2016A000259,Phosphate,July to June,Metric tonnes,214,thousands,3,v52471679,10.2.4,7,,,,0
2010/2011,British Columbia,2016A000259,Potash,July to September,Metric tonnes,214,thousands,3,v52471560,10.3.1,1,,,,0
2010/2011,British Columbia,2016A000259,Potash,July to December,Metric tonnes,214,thousands,3,v52471600,10.3.2,2,,,,0
2010/2011,British Columbia,2016A000259,Potash,July to March,Metric tonnes,214,thousands,3,v52471640,10.3.3,4,,,,0
2010/2011,British Columbia,2016A000259,Potash,July to June,Metric tonnes,214,thousands,3,v52471680,10.3.4,6,,,,0
2010/2011,British Columbia,2016A000259,Sulphur,July to September,Metric tonnes,214,thousands,3,v52471561,10.4.1,,x,,,0
2010/2011,British Columbia,2016A000259,Sulphur,July to December,Metric tonnes,214,thousands,3,v52471601,10.4.2,,x,,,0
2010/2011,British Columbia,2016A000259,Sulphur,July to March,Metric tonnes,214,thousands,3,v52471641,10.4.3,2,,,,0
2010/2011,British Columbia,2016A000259,Sulphur,July to June,Metric tonnes,214,thousands,3,v52471681,10.4.4,4,,,,0
2011/2012,Canada,2016A000011124,Nitrogen,July to September,Metric tonnes,214,thousands,3,v52471522,1.1.1,341,,,,0
2011/2012,Canada,2016A000011124,Nitrogen,July to December,Metric tonnes,214,thousands,3,v52471562,1.1.2,996,,,,0
2011/2012,Canada,2016A000011124,Nitrogen,July to March,Metric tonnes,214,thousands,3,v52471602,1.1.3,1304,,,,0
2011/2012,Canada,2016A000011124,Nitrogen,July to June,Metric tonnes,214,thousands,3,v52471642,1.1.4,2296,,,,0
2011/2012,Canada,2016A000011124,Phosphate,July to September,Metric tonnes,214,thousands,3,v52471523,1.2.1,203,,,,0
2011/2012,Canada,2016A000011124,Phosphate,July to December,Metric tonnes,214,thousands,3,v52471563,1.2.2,390,,,,0
2011/2012,Canada,2016A000011124,Phosphate,July to March,Metric tonnes,214,thousands,3,v52471603,1.2.3,511,,,,0
2011/2012,Canada,2016A000011124,Phosphate,July to June,Metric tonnes,214,thousands,3,v52471643,1.2.4,799,,,,0
2011/2012,Canada,2016A000011124,Potash,July to September,Metric tonnes,214,thousands,3,v52471524,1.3.1,79,,,,0
2011/2012,Canada,2016A000011124,Potash,July to December,Metric tonnes,214,thousands,3,v52471564,1.3.2,128,,,,0
2011/2012,Canada,2016A000011124,Potash,July to March,Metric tonnes,214,thousands,3,v52471604,1.3.3,170,,,,0
2011/2012,Canada,2016A000011124,Potash,July to June,Metric tonnes,214,thousands,3,v52471644,1.3.4,297,,,,0
2011/2012,Canada,2016A000011124,Sulphur,July to September,Metric tonnes,214,thousands,3,v52471525,1.4.1,42,,,,0
2011/2012,Canada,2016A000011124,Sulphur,July to December,Metric tonnes,214,thousands,3,v52471565,1.4.2,114,,,,0
2011/2012,Canada,2016A000011124,Sulphur,July to March,Metric tonnes,214,thousands,3,v52471605,1.4.3,165,,,,0
2011/2012,Canada,2016A000011124,Sulphur,July to June,Metric tonnes,214,thousands,3,v52471645,1.4.4,274,,,,0
2011/2012,Eastern provinces,,Nitrogen,July to September,Metric tonnes,214,thousands,3,v52471526,2.1.1,75,,,,0
2011/2012,Eastern provinces,,Nitrogen,July to December,Metric tonnes,214,thousands,3,v52471566,2.1.2,138,,,,0
2011/2012,Eastern provinces,,Nitrogen,July to March,Metric tonnes,214,thousands,3,v52471606,2.1.3,190,,,,0
2011/2012,Eastern provinces,,Nitrogen,July to June,Metric tonnes,214,thousands,3,v52471646,2.1.4,372,,,,0
2011/2012,Eastern provinces,,Phosphate,July to September,Metric tonnes,214,thousands,3,v52471527,2.2.1,66,,,,0
2011/2012,Eastern provinces,,Phosphate,July to December,Metric tonnes,214,thousands,3,v52471567,2.2.2,121,,,,0
2011/2012,Eastern provinces,,Phosphate,July to March,Metric tonnes,214,thousands,3,v52471607,2.2.3,139,,,,0
2011/2012,Eastern provinces,,Phosphate,July to June,Metric tonnes,214,thousands,3,v52471647,2.2.4,198,,,,0
2011/2012,Eastern provinces,,Potash,July to September,Metric tonnes,214,thousands,3,v52471528,2.3.1,56,,,,0
2011/2012,Eastern provinces,,Potash,July to December,Metric tonnes,214,thousands,3,v52471568,2.3.2,74,,,,0
2011/2012,Eastern provinces,,Potash,July to March,Metric tonnes,214,thousands,3,v52471608,2.3.3,92,,,,0
2011/2012,Eastern provinces,,Potash,July to June,Metric tonnes,214,thousands,3,v52471648,2.3.4,157,,,,0
2011/2012,Eastern provinces,,Sulphur,July to September,Metric tonnes,214,thousands,3,v52471529,2.4.1,8,,,,0
2011/2012,Eastern provinces,,Sulphur,July to December,Metric tonnes,214,thousands,3,v52471569,2.4.2,16,,,,0
2011/2012,Eastern provinces,,Sulphur,July to March,Metric tonnes,214,thousands,3,v52471609,2.4.3,23,,,,0
2011/2012,Eastern provinces,,Sulphur,July to June,Metric tonnes,214,thousands,3,v52471649,2.4.4,39,,,,0
2011/2012,Atlantic provinces,2016A00011,Nitrogen,July to September,Metric tonnes,214,thousands,3,v52471530,3.1.1,11,,,,0
2011/2012,Atlantic provinces,2016A00011,Nitrogen,July to December,Metric tonnes,214,thousands,3,v52471570,3.1.2,16,,,,0
2011/2012,Atlantic provinces,2016A00011,Nitrogen,July to March,Metric tonnes,214,thousands,3,v52471610,3.1.3,18,,,,0
2011/2012,Atlantic provinces,2016A00011,Nitrogen,July to June,Metric tonnes,214,thousands,3,v52471650,3.1.4,27,,,,0
2011/2012,Atlantic provinces,2016A00011,Phosphate,July to September,Metric tonnes,214,thousands,3,v52471531,3.2.1,4,,,,0
2011/2012,Atlantic provinces,2016A00011,Phosphate,July to December,Metric tonnes,214,thousands,3,v52471571,3.2.2,13,,,,0
2011/2012,Atlantic provinces,2016A00011,Phosphate,July to March,Metric tonnes,214,thousands,3,v52471611,3.2.3,14,,,,0
2011/2012,Atlantic provinces,2016A00011,Phosphate,July to June,Metric tonnes,214,thousands,3,v52471651,3.2.4,20,,,,0
2011/2012,Atlantic provinces,2016A00011,Potash,July to September,Metric tonnes,214,thousands,3,v52471532,3.3.1,,x,,,0
2011/2012,Atlantic provinces,2016A00011,Potash,July to December,Metric tonnes,214,thousands,3,v52471572,3.3.2,,x,,,0
2011/2012,Atlantic provinces,2016A00011,Potash,July to March,Metric tonnes,214,thousands,3,v52471612,3.3.3,,x,,,0
2011/2012,Atlantic provinces,2016A00011,Potash,July to June,Metric tonnes,214,thousands,3,v52471652,3.3.4,,x,,,0
2011/2012,Atlantic provinces,2016A00011,Sulphur,July to September,Metric tonnes,214,thousands,3,v52471533,3.4.1,,0s,,,0
